"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
113,35.6,35.6,64.4,"Dürnten (ZH)","NA NA"
114,72.8,72.8,27.2,"Fischenthal (ZH)","NA NA"
115,32.3,32.3,67.7,"Gossau (ZH)","NA NA"
116,75.2,75.2,24.8,"Grüningen (ZH)","NA NA"
117,43.5,43.5,56.5,"Hinwil (ZH)","NA NA"
118,5.5,5.5,94.5,"Rüti (ZH)","NA NA"
119,19,19,81,"Seegräben (ZH)","NA NA"
120,6.6,6.6,93.4,"Wald (ZH)","NA NA"
121,60.6,60.6,39.4,"Wetzikon (ZH)","NA NA"
131,26,26,74,"Adliswil (ZH)","NA NA"
135,47.8,47.8,52.2,"Kilchberg (ZH)","NA NA"
136,18.4,18.4,81.6,"Langnau am Albis (ZH)","NA NA"
137,48.8,48.8,51.2,"Oberrieden (ZH)","NA NA"
138,13.4,13.4,86.6,"Richterswil (ZH)","NA NA"
139,32.7,32.7,67.3,"Rüschlikon (ZH)","NA NA"
141,60.4,60.4,39.6,"Thalwil (ZH)","NA NA"
151,67.7,67.7,32.3,"Erlenbach (ZH)","NA NA"
152,24.8,24.8,75.2,"Herrliberg (ZH)","NA NA"
153,28.2,28.2,71.8,"Hombrechtikon (ZH)","NA NA"
154,17.3,17.3,82.7,"Küsnacht (ZH)","NA NA"
155,90.1,90.1,9.9,"Männedorf (ZH)","NA NA"
156,43.3,43.3,56.7,"Meilen (ZH)","NA NA"
157,54.7,54.7,45.3,"Oetwil am See (ZH)","NA NA"
158,98.8,98.8,1.2,"Stäfa (ZH)","NA NA"
159,78.1,78.1,21.9,"Uetikon am See (ZH)","NA NA"
160,54.8,54.8,45.2,"Zumikon (ZH)","NA NA"
161,54.3,54.3,45.7,"Zollikon (ZH)","NA NA"
172,51.4,51.4,48.6,"Fehraltorf (ZH)","NA NA"
173,55,55,45,"Hittnau (ZH)","NA NA"
176,47.5,47.5,52.5,"Lindau (ZH)","NA NA"
177,88.7,88.7,11.3,"Pfäffikon (ZH)","NA NA"
178,42,42,58,"Russikon (ZH)","NA NA"
180,6.9,6.9,93.1,"Weisslingen (ZH)","NA NA"
181,15.6,15.6,84.4,"Wila (ZH)","NA NA"
182,55.8,55.8,44.2,"Wildberg (ZH)","NA NA"
191,72.9,72.9,27.1,"Dübendorf (ZH)","NA NA"
192,23.4,23.4,76.6,"Egg (ZH)","NA NA"
193,65.4,65.4,34.6,"Fällanden (ZH)","NA NA"
194,85.6,85.6,14.4,"Greifensee (ZH)","NA NA"
195,31.1,31.1,68.9,"Maur (ZH)","NA NA"
196,81.2,81.2,18.8,"Mönchaltorf (ZH)","NA NA"
197,52.3,52.3,47.7,"Schwerzenbach (ZH)","NA NA"
198,46.3,46.3,53.7,"Uster (ZH)","NA NA"
199,35.2,35.2,64.8,"Volketswil (ZH)","NA NA"
200,70.2,70.2,29.8,"Wangen-Brüttisellen (ZH)","NA NA"
211,37.4,37.4,62.6,"Altikon (ZH)","NA NA"
213,19.7,19.7,80.3,"Brütten (ZH)","NA NA"
214,25.6,25.6,74.4,"Dägerlen (ZH)","NA NA"
215,96.5,96.5,3.5,"Dättlikon (ZH)","NA NA"
216,78.5,78.5,21.5,"Dinhard (ZH)","NA NA"
218,79.3,79.3,20.7,"Ellikon an der Thur (ZH)","NA NA"
219,23.2,23.2,76.8,"Elsau (ZH)","NA NA"
220,77.6,77.6,22.4,"Hagenbuch (ZH)","NA NA"
221,16.3,16.3,83.7,"Hettlingen (ZH)","NA NA"
223,70.5,70.5,29.5,"Neftenbach (ZH)","NA NA"
224,54.5,54.5,45.5,"Pfungen (ZH)","NA NA"
225,83,83,17,"Rickenbach (ZH)","NA NA"
226,76.5,76.5,23.5,"Schlatt (ZH)","NA NA"
227,85.9,85.9,14.1,"Seuzach (ZH)","NA NA"
228,12.1,12.1,87.9,"Turbenthal (ZH)","NA NA"
230,55.5,55.5,44.5,"Winterthour (ZH)","NA NA"
231,48.7,48.7,51.3,"Zell (ZH)","NA NA"
241,75.2,75.2,24.8,"Aesch (ZH)","NA NA"
242,62.4,62.4,37.6,"Birmensdorf (ZH)","NA NA"
243,0.2,0.2,99.8,"Dietikon (ZH)","NA NA"
244,50.1,50.1,49.9,"Geroldswil (ZH)","NA NA"
245,52.6,52.6,47.4,"Oberengstringen (ZH)","NA NA"
246,47.2,47.2,52.8,"Oetwil an der Limmat (ZH)","NA NA"
247,62.3,62.3,37.7,"Schlieren (ZH)","NA NA"
248,21.6,21.6,78.4,"Uitikon (ZH)","NA NA"
249,89.3,89.3,10.7,"Unterengstringen (ZH)","NA NA"
250,10.6,10.6,89.4,"Urdorf (ZH)","NA NA"
251,99.8,99.8,0.2,"Weiningen (ZH)","NA NA"
261,38.4,38.4,61.6,"Zurich (ZH)","NA NA"
291,50,50,50,"Andelfingen (ZH)","NA NA"
292,35.1,35.1,64.9,"Stammheim (ZH)","NA NA"
293,17.9,17.9,82.1,"Wädenswil (ZH)","NA NA"
294,66.3,66.3,33.7,"Elgg (ZH)","NA NA"
295,80.3,80.3,19.7,"Horgen (ZH)","NA NA"
296,65.8,65.8,34.2,"Illnau-Effretikon (ZH)","NA NA"
297,58,58,42,"Bauma (ZH)","NA NA"
298,50.1,50.1,49.9,"Wiesendangen (ZH)","NA NA"
