"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de"
413,21.3,21.3,78.7,"Koppigen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
414,18.2,18.2,81.8,"Krauchthal BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
415,23.9,23.9,76.1,"Lyssach BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
418,21.7,21.7,78.3,"Oberburg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
420,20.8,20.8,79.2,"Rüdtligen-Alchenflüh BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
421,11.1,11.1,88.9,"Rumendingen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
422,18.5,18.5,81.5,"Rüti bei Lyssach BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
423,13.3,13.3,86.7,"Willadingen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
424,21.7,21.7,78.3,"Wynigen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
431,37.4,37.4,62.6,"Corgémont BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
432,40.1,40.1,59.9,"Cormoret BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
433,40.8,40.8,59.2,"Cortébert BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
434,49.2,49.2,50.8,"Courtelary BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
435,43.5,43.5,56.5,"La Ferrière BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
437,38.2,38.2,61.8,"Mont-Tramelan BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
438,37.2,37.2,62.8,"Orvin BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
441,46.6,46.6,53.4,"Renan BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
442,32.7,32.7,67.3,"Romont BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
443,47.5,47.5,52.5,"St. Immer BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
444,39,39,61,"Sonceboz-Sombeval BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
445,42.6,42.6,57.4,"Sonvilier BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
446,43.1,43.1,56.9,"Tramelan BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
448,44.5,44.5,55.5,"Villeret BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
449,41.7,41.7,58.3,"Sauge BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
450,36.7,36.7,63.3,"Péry-La Heutte BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
491,23.8,23.8,76.2,"Brüttelen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
492,40.7,40.7,59.3,"Erlach BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
493,16.8,16.8,83.2,"Finsterhennen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
494,32,32,68,"Gals BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
495,30,30,70,"Gampelen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
496,33.1,33.1,66.9,"Ins BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
497,17.2,17.2,82.8,"Lüscherz BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
498,22.1,22.1,77.9,"Müntschemier BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
499,19.6,19.6,80.4,"Siselen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
500,17.5,17.5,82.5,"Treiten BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
501,33.3,33.3,66.7,"Tschugg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
502,28.4,28.4,71.6,"Vinelz BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
533,28.9,28.9,71.1,"Bätterkinden BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
538,28.8,28.8,71.2,"Fraubrunnen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
540,27.5,27.5,72.5,"Jegenstorf BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
541,32.3,32.3,67.7,"Iffwil BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
543,28.6,28.6,71.4,"Mattstetten BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
544,28.8,28.8,71.2,"Moosseedorf BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
546,32.2,32.2,67.8,"Münchenbuchsee BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
551,28.7,28.7,71.3,"Urtenen-Schönbühl BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
552,27.4,27.4,72.6,"Utzenstorf BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
553,22.1,22.1,77.9,"Wiggiswil BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
554,21.1,21.1,78.9,"Wiler bei Utzenstorf BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
556,65,65,35,"Zielebach BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
557,25.1,25.1,74.9,"Zuzwil BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
561,11.5,11.5,88.5,"Adelboden BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
562,18.8,18.8,81.2,"Aeschi bei Spiez BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
563,17.2,17.2,82.8,"Frutigen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
564,15.1,15.1,84.9,"Kandergrund BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
565,22.7,22.7,77.3,"Kandersteg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
566,23.1,23.1,76.9,"Krattigen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
567,15.5,15.5,84.5,"Reichenbach im Kandertal BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
571,23.2,23.2,76.8,"Beatenberg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
572,22.5,22.5,77.5,"Bönigen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
573,22.8,22.8,77.2,"Brienz BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
574,26.2,26.2,73.8,"Brienzwiler BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
575,18.3,18.3,81.7,"Därligen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
576,12.2,12.2,87.8,"Grindelwald BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
577,29.2,29.2,70.8,"Gsteigwiler BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
578,14.4,14.4,85.6,"Gündlischwand BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
579,11.8,11.8,88.2,"Habkern BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
580,20.3,20.3,79.7,"Hofstetten bei Brienz BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
581,27.8,27.8,72.2,"Interlaken BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
582,16.7,16.7,83.3,"Iseltwald BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
584,16.7,16.7,83.3,"Lauterbrunnen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
585,19.1,19.1,80.9,"Leissigen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
586,11.8,11.8,88.2,"Lütschental BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
587,24.7,24.7,75.3,"Matten bei Interlaken BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
588,26.7,26.7,73.3,"Niederried bei Interlaken BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
589,27.7,27.7,72.3,"Oberried am Brienzersee BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
590,24,24,76,"Ringgenberg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
591,25,25,75,"Saxeten BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
592,21.1,21.1,78.9,"Schwanden bei Brienz BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
593,25.5,25.5,74.5,"Unterseen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
594,22.9,22.9,77.1,"Wilderswil BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
602,16.5,16.5,83.5,"Arni BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
603,24.3,24.3,75.7,"Biglen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
605,19.7,19.7,80.3,"Bowil BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
606,19,19,81,"Brenzikofen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
607,12.7,12.7,87.3,"Freimettigen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
608,24.3,24.3,75.7,"Grosshöchstetten BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
609,15.2,15.2,84.8,"Häutligen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
610,16.1,16.1,83.9,"Herbligen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
611,22.2,22.2,77.8,"Kiesen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
612,26.2,26.2,73.8,"Konolfingen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
613,14.8,14.8,85.2,"Landiswil BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
614,14.7,14.7,85.3,"Linden BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
615,21,21,79,"Mirchel BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
616,33,33,67,"Münsingen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
617,28.4,28.4,71.6,"Niederhünigen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
619,22.1,22.1,77.9,"Oberdiessbach BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
620,17,17,83,"Oberthal BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
622,32.7,32.7,67.3,"Oppligen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
623,34,34,66,"Rubigen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
626,22.6,22.6,77.4,"Walkringen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
627,30,30,70,"Worb BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
628,24.4,24.4,75.6,"Zäziwil BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
629,9.4,9.4,90.6,"Oberhünigen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
630,20.5,20.5,79.5,"Allmendingen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
632,31.7,31.7,68.3,"Wichtrach BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
662,18.1,18.1,81.9,"Ferenbalm BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
663,29.6,29.6,70.4,"Frauenkappelen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
665,24.1,24.1,75.9,"Gurbrü BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
666,18.7,18.7,81.3,"Kriechenwil BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
667,31.5,31.5,68.5,"Laupen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
668,22.1,22.1,77.9,"Mühleberg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
669,30.6,30.6,69.4,"Münchenwiler BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
670,25.4,25.4,74.6,"Neuenegg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
671,22.5,22.5,77.5,"Wileroltigen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
681,40.7,40.7,59.3,"Belprahon BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
683,25.7,25.7,74.3,"Champoz BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
687,20,20,80,"Corcelles BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
690,32.9,32.9,67.1,"Court BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
691,47.8,47.8,52.2,"Crémines BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
692,35.2,35.2,64.8,"Eschert BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
694,36.7,36.7,63.3,"Grandval BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
696,44.8,44.8,55.2,"Loveresse BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
700,51.8,51.8,48.2,"Moutier BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
701,33.1,33.1,66.9,"Perrefitte BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
703,35.3,35.3,64.7,"Reconvilier BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
704,37.7,37.7,62.3,"Roches BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
706,29.8,29.8,70.2,"Saicourt BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
707,31.1,31.1,68.9,"Saules BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
708,60,60,40,"Schelten BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
709,35,35,65,"Seehof BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
711,50.6,50.6,49.4,"Sorvilier BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
713,45.1,45.1,54.9,"Tavannes BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
715,46.7,46.7,53.3,"Rebévelier BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
716,39,39,61,"Petit-Val BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
717,31.9,31.9,68.1,"Valbirse BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
723,50.3,50.3,49.7,"Neuenstadt BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
724,38.8,38.8,61.2,"Nods BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
726,49.1,49.1,50.9,"Plateau de Diesse BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
731,26.7,26.7,73.3,"Aegerten BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
732,27.5,27.5,72.5,"Bellmund BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
733,32.8,32.8,67.2,"Brügg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
734,23.8,23.8,76.2,"Bühl BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
735,22.5,22.5,77.5,"Epsach BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
736,22,22,78,"Hagneck BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
737,21.2,21.2,78.8,"Hermrigen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
738,20.5,20.5,79.5,"Jens BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
739,30.1,30.1,69.9,"Ipsach BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
740,34,34,66,"Ligerz BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
741,28.7,28.7,71.3,"Merzligen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
742,21.2,21.2,78.8,"Mörigen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
743,46.8,46.8,53.2,"Nidau BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
744,29.6,29.6,70.4,"Orpund BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
745,26.6,26.6,73.4,"Port BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
746,25,25,75,"Safnern BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
747,19,19,81,"Scheuren BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
748,23.2,23.2,76.8,"Schwadernau BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
749,19,19,81,"Studen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
750,34.5,34.5,65.5,"Sutz-Lattrigen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
751,23.9,23.9,76.1,"Täuffelen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
754,20.5,20.5,79.5,"Walperswil BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
755,24.6,24.6,75.4,"Worben BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
756,31.3,31.3,68.7,"Twann-Tüscherz BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
761,14.2,14.2,85.8,"Därstetten BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
762,13.8,13.8,86.2,"Diemtigen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
763,16.1,16.1,83.9,"Erlenbach im Simmental BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
766,11.9,11.9,88.1,"Oberwil im Simmental BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
767,21.4,21.4,78.6,"Reutigen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
768,28.6,28.6,71.4,"Spiez BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
769,19.5,19.5,80.5,"Wimmis BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
770,15.3,15.3,84.7,"Stocken-Höfen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
782,24.4,24.4,75.6,"Guttannen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
783,17.2,17.2,82.8,"Hasliberg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
784,15.5,15.5,84.5,"Innertkirchen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
785,23.6,23.6,76.4,"Meiringen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
786,17.8,17.8,82.2,"Schattenhalb BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
791,14.5,14.5,85.5,"Boltigen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
792,13.1,13.1,86.9,"Lenk BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
793,12,12,88,"St. Stephan BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
794,19.6,19.6,80.4,"Zweisimmen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
841,12.8,12.8,87.2,"Gsteig BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
842,11.2,11.2,88.8,"Lauenen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
843,17.7,17.7,82.3,"Saanen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
852,21.9,21.9,78.1,"Guggisberg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
853,22.2,22.2,77.8,"Rüschegg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
855,27.5,27.5,72.5,"Schwarzenburg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
861,26,26,74,"Belp BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
863,27,27,73,"Burgistein BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
866,29.1,29.1,70.9,"Gerzensee BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
867,21.1,21.1,78.9,"Gurzelen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
868,26.8,26.8,73.2,"Jaberg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
869,34.7,34.7,65.3,"Kaufdorf BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
870,36,36,64,"Kehrsatz BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
872,23.7,23.7,76.3,"Kirchdorf BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
879,20.2,20.2,79.8,"Riggisberg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
880,23.7,23.7,76.3,"Rüeggisberg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
883,24,24,76,"Seftigen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
884,22.8,22.8,77.2,"Toffen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
885,25.7,25.7,74.3,"Uttigen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
886,24.8,24.8,75.2,"Wattenwil BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
888,25.9,25.9,74.1,"Wald BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
889,33.7,33.7,66.3,"Thurnen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
901,16,16,84,"Eggiwil BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
