"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
220,68.6,68.6,31.4,"Hagenbuch ZH",
221,57.4,57.4,42.6,"Hettlingen ZH",
223,70.6,70.6,29.4,"Neftenbach ZH",
224,80.8,80.8,19.2,"Pfungen ZH",
225,57.5,57.5,42.5,"Rickenbach ZH",
226,23.6,23.6,76.4,"Schlatt ZH",
227,18.8,18.8,81.2,"Seuzach ZH",
228,32,32,68,"Turbenthal ZH",
230,48.6,48.6,51.4,"Winterthur ZH",
231,6.1,6.1,93.9,"Zell ZH",
241,55.8,55.8,44.2,"Aesch ZH",
242,23.6,23.6,76.4,"Birmensdorf ZH",
243,53.8,53.8,46.2,"Dietikon ZH",
244,29.2,29.2,70.8,"Geroldswil ZH",
245,38.3,38.3,61.7,"Oberengstringen ZH",
246,41.4,41.4,58.6,"Oetwil an der Limmat ZH",
247,73.3,73.3,26.7,"Schlieren ZH",
248,79,79,21,"Uitikon ZH",
249,60.1,60.1,39.9,"Unterengstringen ZH",
250,76.9,76.9,23.1,"Urdorf ZH",
251,25,25,75,"Weiningen ZH",
261,55,55,45,"Zurigo ZH",
291,17.6,17.6,82.4,"Andelfingen ZH",
292,55,55,45,"Stammheim ZH",
293,90.8,90.8,9.2,"Wädenswil ZH",
294,49.7,49.7,50.3,"Elgg ZH",
295,60.9,60.9,39.1,"Horgen ZH",
296,75.6,75.6,24.4,"Illnau-Effretikon ZH",
297,0.9,0.9,99.1,"Bauma ZH",
298,60.8,60.8,39.2,"Wiesendangen ZH",
