"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
6636,56.1,56.1,43.9,"Puplinge (GE)","A Puplinge, les habitants sont favorables à l'initiative pour le versement d'une 13e rente AVS avec 56,1 pour cent des suffrages. Puplinge a approuvé l'initiative, tout comme son canton."
6637,79.3,79.3,20.7,"Russin (GE)","C'est oui à 79,3 pour cent à l'initiative pour le versement d'une 13e rente AVS à Russin. Russin a approuvé l'initiative, tout comme son canton."
6638,96.5,96.5,3.5,"Satigny (GE)","Les habitants de Satigny approuvent l'initiative pour le versement d'une 13e rente AVS avec 96,5 pour cent des voix. Satigny a approuvé l'initiative, tout comme son canton."
6639,38.6,38.6,61.4,"Soral (GE)","L'initiative pour le versement d'une 13e rente AVS ne passe pas la rampe à Soral avec 61,4 pour cent de non. Soral a rejeté l'initiative, contrairement à son canton."
6640,68.3,68.3,31.7,"Thônex (GE)","Les habitants de Thônex approuvent l'initiative pour le versement d'une 13e rente AVS avec 68,3 pour cent des voix. Thônex a approuvé l'initiative, tout comme son canton."
6641,14.1,14.1,85.9,"Troinex (GE)","L'initiative pour le versement d'une 13e rente AVS échoue à Troinex avec 85,9 pour cent des suffrages. Troinex a rejeté l'initiative, contrairement à son canton."
6642,55.9,55.9,44.1,"Vandoeuvres (GE)","Les habitants de Vandoeuvres approuvent l'initiative pour le versement d'une 13e rente AVS avec 55,9 pour cent des voix. Vandoeuvres a approuvé l'initiative, tout comme son canton."
6643,62.8,62.8,37.2,"Vernier (GE)","Les habitants de Vernier approuvent l'initiative pour le versement d'une 13e rente AVS avec 62,8 pour cent des voix. Vernier a approuvé l'initiative, tout comme son canton."
6644,89.3,89.3,10.7,"Versoix (GE)","A Versoix, les habitants disent oui à 89,3 pour cent à l'initiative pour une 13 rente AVS. Versoix a approuvé l'initiative, tout comme son canton."
6645,69.6,69.6,30.4,"Veyrier (GE)","Les habitants de Veyrier approuvent l'initiative pour le versement d'une 13e rente AVS avec 69,6 pour cent des voix. Veyrier a approuvé l'initiative, tout comme son canton."
