"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
6750,44,44,56,"Lajoux (JU)","L'initiative pour le versement d'une 13e rente AVS échoue à Lajoux (JU) avec 56 pour cent des suffrages. Lajoux (JU) a rejeté l'initiative, tout comme son canton."
6751,60,60,40,"Montfaucon (JU)","Les habitants de Montfaucon approuvent l'initiative pour le versement d'une 13e rente AVS avec 60 pour cent des voix. Montfaucon a approuvé l'initiative, contrairement à son canton."
6753,42,42,58,"Muriaux (JU)","Les habitants de Muriaux rejettent l'initiative pour le versement d'une 13e rente AVS avec 58 pour cent de non. Muriaux a rejeté l'initiative, tout comme son canton."
6754,3,3,97,"Le Noirmont (JU)","Les habitants du Noirmont rejettent l'initiative pour le versement d'une 13e rente AVS avec 97 pour cent de non. Le plus fort pourcentage de non du canton du Jura a été obtenu au Noirmont."
6757,70.4,70.4,29.6,"Saignelégier (JU)","A Saignelégier, les habitants disent oui à 70,4 pour cent à l'initiative pour une 13 rente AVS. Saignelégier a approuvé l'initiative, contrairement à son canton."
6758,36.6,36.6,63.4,"Saint-Brais (JU)","L'initiative pour le versement d'une 13e rente AVS échoue à Saint-Brais avec 63,4 pour cent des suffrages. Saint-Brais a rejeté l'initiative, tout comme son canton."
6759,53.6,53.6,46.4,"Soubey (JU)","Les habitants de Soubey acceptent l'initiative pour le versement d'une 13e rente AVS avec 53,6 pour cent de oui. Soubey a approuvé l'initiative, contrairement à son canton."
6771,45.4,45.4,54.6,"Alle (JU)","Les habitants d'Alle rejettent l'initiative pour le versement d'une 13e rente AVS avec 54,6 pour cent de non. Alle a rejeté l'initiative, tout comme son canton."
6774,57.1,57.1,42.9,"Boncourt (JU)","Les habitants de Boncourt approuvent l'initiative pour le versement d'une 13e rente AVS avec 57,1 pour cent des voix. Boncourt a approuvé l'initiative, contrairement à son canton."
6778,28.9,28.9,71.1,"Bure (JU)","L'initiative pour le versement d'une 13e rente AVS ne passe pas la rampe à Bure avec 71,1 pour cent de non. Bure a rejeté l'initiative, tout comme son canton."
6781,45.2,45.2,54.8,"Coeuve (JU)","Les habitants de Coeuve s'opposent à l'initiative pour le versement d'une 13e rente AVS avec 54,8 pour cent de non. Coeuve a rejeté l'initiative, tout comme son canton."
6782,39.2,39.2,60.8,"Cornol (JU)","Les habitants de Cornol rejettent l'initiative pour le versement d'une 13e rente AVS avec 60,8 pour cent de non. Cornol a rejeté l'initiative, tout comme son canton."
6783,42.2,42.2,57.8,"Courchavon (JU)","Les habitants de Courchavon s'opposent à l'initiative pour le versement d'une 13e rente AVS avec 57,8 pour cent de non. Courchavon a rejeté l'initiative, tout comme son canton."
6784,15.3,15.3,84.7,"Courgenay (JU)","Les habitants de Courgenay rejettent l'initiative pour le versement d'une 13e rente AVS avec 84,7 pour cent de non. Courgenay a rejeté l'initiative, tout comme son canton."
6785,42.3,42.3,57.7,"Courtedoux (JU)","A Courtedoux, les habitants sont défavorables à l'initiative pour le versement d'une 13e rente AVS avec 57,7 pour cent des voix. Courtedoux a rejeté l'initiative, tout comme son canton."
6789,41.4,41.4,58.6,"Fahy (JU)","C'est non à 58,6 pour cent à l'initiative pour le versement d'une 13e rente AVS à Fahy. Fahy a rejeté l'initiative, tout comme son canton."
6790,44,44,56,"Fontenais (JU)","Les habitants de Fontenais rejettent l'initiative pour le versement d'une 13e rente AVS avec 56 pour cent de non. Fontenais a rejeté l'initiative, tout comme son canton."
6792,10.5,10.5,89.5,"Grandfontaine (JU)","C'est non à 89,5 pour cent à l'initiative pour le versement d'une 13e rente AVS à Grandfontaine. Grandfontaine a rejeté l'initiative, tout comme son canton."
6800,71.3,71.3,28.7,"Porrentruy (JU)","A Porrentruy, les habitants sont favorables à l'initiative pour le versement d'une 13e rente AVS avec 71,3 pour cent des suffrages. Porrentruy a approuvé l'initiative, contrairement à son canton."
6806,44.8,44.8,55.2,"Vendlincourt (JU)","C'est non à 55,2 pour cent à l'initiative pour le versement d'une 13e rente AVS à Vendlincourt. Vendlincourt a rejeté l'initiative, tout comme son canton."
6807,53.4,53.4,46.6,"Basse-Allaine (JU)","Les habitants de Basse-Allaine acceptent l'initiative pour le versement d'une 13e rente AVS avec 53,4 pour cent de oui. Basse-Allaine a approuvé l'initiative, contrairement à son canton."
6808,90.8,90.8,9.2,"Clos du Doubs (JU)","L'initiative pour le versement d'une 13e rente AVS passe la rampe à Clos du Doubs avec 90,8 pour cent de oui. Clos du Doubs a approuvé l'initiative, contrairement à son canton."
6809,31.9,31.9,68.1,"Haute-Ajoie (JU)","C'est non à 68,1 pour cent à l'initiative pour le versement d'une 13e rente AVS à Haute-Ajoie. Haute-Ajoie a rejeté l'initiative, tout comme son canton."
6810,51.3,51.3,48.7,"La Baroche (JU)","Les habitants de La Baroche acceptent l'initiative pour le versement d'une 13e rente AVS avec 51,3 pour cent de oui. La Baroche a approuvé l'initiative, contrairement à son canton."
6811,40.5,40.5,59.5,"Damphreux-Lugnez (JU)","Les habitants de Damphreux-Lugnez rejettent l'initiative pour le versement d'une 13e rente AVS avec 59,5 pour cent de non. Damphreux-Lugnez a rejeté l'initiative, tout comme son canton."
6812,37.9,37.9,62.1,"Basse-Vendline (JU)","L'initiative pour le versement d'une 13e rente AVS ne passe pas la rampe à Basse-Vendline avec 62,1 pour cent de non. Basse-Vendline a rejeté l'initiative, tout comme son canton."
