"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
60,3.3,3.3,96.7,"Höri (ZH)",
61,87.7,87.7,12.3,"Hüntwangen (ZH)",
62,70.4,70.4,29.6,"Kloten (ZH)",
63,84.7,84.7,15.3,"Lufingen (ZH)",
64,43.1,43.1,56.9,"Nürensdorf (ZH)",
65,1.8,1.8,98.2,"Oberembrach (ZH)",
66,57.9,57.9,42.1,"Opfikon (ZH)",
67,27.1,27.1,72.9,"Rafz (ZH)",
68,30,30,70,"Rorbas (ZH)",
69,77.4,77.4,22.6,"Wallisellen (ZH)",
70,4.2,4.2,95.8,"Wasterkingen (ZH)",
71,55,55,45,"Wil (ZH)",
72,64.6,64.6,35.4,"Winkel (ZH)",
81,32.4,32.4,67.6,"Bachs (ZH)",
82,67.1,67.1,32.9,"Boppelsen (ZH)",
83,21.3,21.3,78.7,"Buchs (ZH)",
84,46.7,46.7,53.3,"Dällikon (ZH)",
85,50.4,50.4,49.6,"Dänikon (ZH)",
86,27,27,73,"Dielsdorf (ZH)",
87,99.1,99.1,0.9,"Hüttikon (ZH)",
88,44.3,44.3,55.7,"Neerach (ZH)",
89,98.2,98.2,1.8,"Niederglatt (ZH)",
90,90.9,90.9,9.1,"Niederhasli (ZH)",
91,22.7,22.7,77.3,"Niederweningen (ZH)",
92,42.3,42.3,57.7,"Oberglatt (ZH)",
93,8.1,8.1,91.9,"Oberweningen (ZH)",
94,33.3,33.3,66.7,"Otelfingen (ZH)",
95,19.5,19.5,80.5,"Regensberg (ZH)",
96,53.2,53.2,46.8,"Regensdorf (ZH)",
97,20.7,20.7,79.3,"Rümlang (ZH)",
98,73.8,73.8,26.2,"Schleinikon (ZH)",
99,95.3,95.3,4.7,"Schöfflisdorf (ZH)",
100,24.1,24.1,75.9,"Stadel (ZH)",
101,81.2,81.2,18.8,"Steinmaur (ZH)",
102,41.5,41.5,58.5,"Weiach (ZH)",
111,32.4,32.4,67.6,"Bäretswil (ZH)",
112,14,14,86,"Bubikon (ZH)",
113,6.7,6.7,93.3,"Dürnten (ZH)",
114,55.4,55.4,44.6,"Fischenthal (ZH)",
115,35.8,35.8,64.2,"Gossau (ZH)",
116,56.5,56.5,43.5,"Grüningen (ZH)",
117,40.3,40.3,59.7,"Hinwil (ZH)",
118,35.7,35.7,64.3,"Rüti (ZH)",
119,17.4,17.4,82.6,"Seegräben (ZH)",
120,61.5,61.5,38.5,"Wald (ZH)",
121,53.9,53.9,46.1,"Wetzikon (ZH)",
131,56.6,56.6,43.4,"Adliswil (ZH)",
135,78.2,78.2,21.8,"Kilchberg (ZH)",
136,37.3,37.3,62.7,"Langnau am Albis (ZH)",
137,34.1,34.1,65.9,"Oberrieden (ZH)",
138,73.8,73.8,26.2,"Richterswil (ZH)",
139,39.4,39.4,60.6,"Rüschlikon (ZH)",
141,11.2,11.2,88.8,"Thalwil (ZH)",
151,65.7,65.7,34.3,"Erlenbach (ZH)",
152,46.8,46.8,53.2,"Herrliberg (ZH)",
153,34.5,34.5,65.5,"Hombrechtikon (ZH)",
154,30.8,30.8,69.2,"Küsnacht (ZH)",
155,43.6,43.6,56.4,"Männedorf (ZH)",
156,89.8,89.8,10.2,"Meilen (ZH)",
157,21.3,21.3,78.7,"Oetwil am See (ZH)",
158,50.2,50.2,49.8,"Stäfa (ZH)",
159,39.9,39.9,60.1,"Uetikon am See (ZH)",
160,64.3,64.3,35.7,"Zumikon (ZH)",
161,55.8,55.8,44.2,"Zollikon (ZH)",
172,87.7,87.7,12.3,"Fehraltorf (ZH)",
173,52.5,52.5,47.5,"Hittnau (ZH)",
176,50,50,50,"Lindau (ZH)",
177,51.8,51.8,48.2,"Pfäffikon (ZH)",
178,63.3,63.3,36.7,"Russikon (ZH)",
180,94.7,94.7,5.3,"Weisslingen (ZH)",
181,35.8,35.8,64.2,"Wila (ZH)",
182,13.5,13.5,86.5,"Wildberg (ZH)",
191,65.6,65.6,34.4,"Dübendorf (ZH)",
192,57,57,43,"Egg (ZH)",
193,16.4,16.4,83.6,"Fällanden (ZH)",
194,53.8,53.8,46.2,"Greifensee (ZH)",
195,30,30,70,"Maur (ZH)",
196,14.2,14.2,85.8,"Mönchaltorf (ZH)",
197,47.4,47.4,52.6,"Schwerzenbach (ZH)",
198,18.6,18.6,81.4,"Uster (ZH)",
199,66.6,66.6,33.4,"Volketswil (ZH)",
200,19.2,19.2,80.8,"Wangen-Brüttisellen (ZH)",
211,68,68,32,"Altikon (ZH)",
213,11.2,11.2,88.8,"Brütten (ZH)",
214,53,53,47,"Dägerlen (ZH)",
215,53.2,53.2,46.8,"Dättlikon (ZH)",
216,69.1,69.1,30.9,"Dinhard (ZH)",
218,75.2,75.2,24.8,"Ellikon an der Thur (ZH)",
219,80.6,80.6,19.4,"Elsau (ZH)",
220,44.6,44.6,55.4,"Hagenbuch (ZH)",
221,9.6,9.6,90.4,"Hettlingen (ZH)",
223,47.7,47.7,52.3,"Neftenbach (ZH)",
224,48.4,48.4,51.6,"Pfungen (ZH)",
225,47.1,47.1,52.9,"Rickenbach (ZH)",
226,47.7,47.7,52.3,"Schlatt (ZH)",
227,6.7,6.7,93.3,"Seuzach (ZH)",
228,43.9,43.9,56.1,"Turbenthal (ZH)",
230,59.1,59.1,40.9,"Winterthour (ZH)",
231,89.3,89.3,10.7,"Zell (ZH)",
241,35.4,35.4,64.6,"Aesch (ZH)",
242,34,34,66,"Birmensdorf (ZH)",
243,41.6,41.6,58.4,"Dietikon (ZH)",
244,74.7,74.7,25.3,"Geroldswil (ZH)",
245,83.2,83.2,16.8,"Oberengstringen (ZH)",
246,6.1,6.1,93.9,"Oetwil an der Limmat (ZH)",
247,29.5,29.5,70.5,"Schlieren (ZH)",
248,28.4,28.4,71.6,"Uitikon (ZH)",
249,24.9,24.9,75.1,"Unterengstringen (ZH)",
250,22.1,22.1,77.9,"Urdorf (ZH)",
251,81.8,81.8,18.2,"Weiningen (ZH)",
261,62.4,62.4,37.6,"Zurich (ZH)",
291,93.3,93.3,6.7,"Andelfingen (ZH)",
292,12.4,12.4,87.6,"Stammheim (ZH)",
293,50,50,50,"Wädenswil (ZH)",
294,62.4,62.4,37.6,"Elgg (ZH)",
295,52.5,52.5,47.5,"Horgen (ZH)",
296,46.9,46.9,53.1,"Illnau-Effretikon (ZH)",
297,57.2,57.2,42.8,"Bauma (ZH)",
298,88.2,88.2,11.8,"Wiesendangen (ZH)",
