"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
5414,93.4,93.4,6.6,"Villeneuve (VD)","A Villeneuve (VD), les habitants disent oui à 93,4 pour cent à l'initiative pour une 13 rente AVS. Villeneuve (VD) a approuvé l'initiative, tout comme son canton."
5415,83.3,83.3,16.7,"Yvorne (VD)","L'initiative pour le versement d'une 13e rente AVS passe la rampe à Yvorne avec 83,3 pour cent de oui. Yvorne a approuvé l'initiative, tout comme son canton."
5422,71.9,71.9,28.1,"Aubonne (VD)","L'initiative pour le versement d'une 13e rente AVS passe la rampe à Aubonne avec 71,9 pour cent de oui. Aubonne a approuvé l'initiative, tout comme son canton."
5423,77.1,77.1,22.9,"Ballens (VD)","A Ballens, les habitants disent oui à 77,1 pour cent à l'initiative pour une 13 rente AVS. Ballens a approuvé l'initiative, tout comme son canton."
5424,96.4,96.4,3.6,"Berolle (VD)","Les habitants de Berolle acceptent l'initiative pour le versement d'une 13e rente AVS avec 96,4 pour cent de oui. Berolle a approuvé l'initiative, tout comme son canton."
5425,89.2,89.2,10.8,"Bière (VD)","Les habitants de Bière approuvent l'initiative pour le versement d'une 13e rente AVS avec 89,2 pour cent des voix. Bière a approuvé l'initiative, tout comme son canton."
5426,70.3,70.3,29.7,"Bougy-Villars (VD)","C'est oui à 70,3 pour cent à l'initiative pour le versement d'une 13e rente AVS à Bougy-Villars. Bougy-Villars a approuvé l'initiative, tout comme son canton."
5427,74.2,74.2,25.8,"Féchy (VD)","A Féchy, les habitants disent oui à 74,2 pour cent à l'initiative pour une 13 rente AVS. Féchy a approuvé l'initiative, tout comme son canton."
5428,2.4,2.4,97.6,"Gimel (VD)","A Gimel, les habitants sont défavorables à l'initiative pour le versement d'une 13e rente AVS avec 97,6 pour cent des voix. Gimel a rejeté l'initiative, contrairement à son canton."
5429,43.8,43.8,56.2,"Longirod (VD)","Les habitants de Longirod rejettent l'initiative pour le versement d'une 13e rente AVS avec 56,2 pour cent de non. Longirod a rejeté l'initiative, contrairement à son canton."
5430,38.9,38.9,61.1,"Marchissy (VD)","A Marchissy, les habitants disent non à 61,1 pour cent à l'initiative pour le versement d'une 13e rente AVS. Marchissy a rejeté l'initiative, contrairement à son canton."
5431,76.5,76.5,23.5,"Mollens (VD)","Les électeurs de Mollens (VD) valident l'initiative pour le versement d'une 13e rente AVS avec 76,5 pour cent des voix. Mollens (VD) a approuvé l'initiative, tout comme son canton."
5434,48.3,48.3,51.7,"Saint-George (VD)","L'initiative pour le versement d'une 13e rente AVS échoue à Saint-George avec 51,7 pour cent des suffrages. Saint-George a rejeté l'initiative, contrairement à son canton."
5435,10.7,10.7,89.3,"Saint-Livres (VD)","A Saint-Livres, les habitants sont défavorables à l'initiative pour le versement d'une 13e rente AVS avec 89,3 pour cent des voix. Saint-Livres a rejeté l'initiative, contrairement à son canton."
5436,42,42,58,"Saint-Oyens (VD)","Les habitants de Saint-Oyens s'opposent à l'initiative pour le versement d'une 13e rente AVS avec 58 pour cent de non. Saint-Oyens a rejeté l'initiative, contrairement à son canton."
5437,49,49,51,"Saubraz (VD)","A Saubraz, les habitants disent non à 51 pour cent à l'initiative pour le versement d'une 13e rente AVS. Saubraz a rejeté l'initiative, contrairement à son canton."
5451,55.3,55.3,44.7,"Avenches (VD)","Les électeurs d'Avenches valident l'initiative pour le versement d'une 13e rente AVS avec 55,3 pour cent des voix. Avenches a approuvé l'initiative, tout comme son canton."
5456,58.4,58.4,41.6,"Cudrefin (VD)","A Cudrefin, les habitants disent oui à 58,4 pour cent à l'initiative pour une 13 rente AVS. Cudrefin a approuvé l'initiative, tout comme son canton."
5458,45.1,45.1,54.9,"Faoug (VD)","L'initiative pour le versement d'une 13e rente AVS ne passe pas la rampe à Faoug avec 54,9 pour cent de non. Faoug a rejeté l'initiative, contrairement à son canton."
5464,82.2,82.2,17.8,"Vully-les-Lacs (VD)","A Vully-les-Lacs, les habitants disent oui à 82,2 pour cent à l'initiative pour une 13 rente AVS. Vully-les-Lacs a approuvé l'initiative, tout comme son canton."
5471,5.3,5.3,94.7,"Bettens (VD)","L'initiative pour le versement d'une 13e rente AVS échoue à Bettens avec 94,7 pour cent des suffrages. Bettens a rejeté l'initiative, contrairement à son canton."
5472,76.5,76.5,23.5,"Bournens (VD)","Les habitants de Bournens approuvent l'initiative pour le versement d'une 13e rente AVS avec 76,5 pour cent des voix. Bournens a approuvé l'initiative, tout comme son canton."
5473,40.7,40.7,59.3,"Boussens (VD)","Les habitants de Boussens rejettent l'initiative pour le versement d'une 13e rente AVS avec 59,3 pour cent de non. Boussens a rejeté l'initiative, contrairement à son canton."
5474,53.5,53.5,46.5,"La Chaux (Cossonay) (VD)","A La Chaux (Cossonay), les habitants sont favorables à l'initiative pour le versement d'une 13e rente AVS avec 53,5 pour cent des suffrages. La Chaux (Cossonay) a approuvé l'initiative, tout comme son canton."
5475,65.6,65.6,34.4,"Chavannes-le-Veyron (VD)","Les habitants de Chavannes-le-Veyron acceptent l'initiative pour le versement d'une 13e rente AVS avec 65,6 pour cent de oui. Chavannes-le-Veyron a approuvé l'initiative, tout comme son canton."
5476,65.6,65.6,34.4,"Chevilly (VD)","L'initiative pour le versement d'une 13e rente AVS passe la rampe à Chevilly avec 65,6 pour cent de oui. Chevilly a approuvé l'initiative, tout comme son canton."
5477,12.4,12.4,87.6,"Cossonay (VD)","Les habitants de Cossonay rejettent l'initiative pour le versement d'une 13e rente AVS avec 87,6 pour cent de non. Cossonay a rejeté l'initiative, contrairement à son canton."
5479,18.9,18.9,81.1,"Cuarnens (VD)","L'initiative pour le versement d'une 13e rente AVS ne passe pas la rampe à Cuarnens avec 81,1 pour cent de non. Cuarnens a rejeté l'initiative, contrairement à son canton."
5480,20.4,20.4,79.6,"Daillens (VD)","Les habitants de Daillens s'opposent à l'initiative pour le versement d'une 13e rente AVS avec 79,6 pour cent de non. Daillens a rejeté l'initiative, contrairement à son canton."
5481,36.6,36.6,63.4,"Dizy (VD)","C'est non à 63,4 pour cent à l'initiative pour le versement d'une 13e rente AVS à Dizy. Dizy a rejeté l'initiative, contrairement à son canton."
5482,63,63,37,"Eclépens (VD)","Les habitants d'Eclépens acceptent l'initiative pour le versement d'une 13e rente AVS avec 63 pour cent de oui. Eclépens a approuvé l'initiative, tout comme son canton."
5483,56.3,56.3,43.7,"Ferreyres (VD)","A Ferreyres, les habitants disent oui à 56,3 pour cent à l'initiative pour une 13 rente AVS. Ferreyres a approuvé l'initiative, tout comme son canton."
5484,21.8,21.8,78.2,"Gollion (VD)","A Gollion, les habitants sont défavorables à l'initiative pour le versement d'une 13e rente AVS avec 78,2 pour cent des voix. Gollion a rejeté l'initiative, contrairement à son canton."
5485,11.9,11.9,88.1,"Grancy (VD)","C'est non à 88,1 pour cent à l'initiative pour le versement d'une 13e rente AVS à Grancy. Grancy a rejeté l'initiative, contrairement à son canton."
5486,37.9,37.9,62.1,"L'Isle (VD)","L'initiative pour le versement d'une 13e rente AVS ne passe pas la rampe à L'Isle avec 62,1 pour cent de non. L'Isle a rejeté l'initiative, contrairement à son canton."
5487,35.1,35.1,64.9,"Lussery-Villars (VD)","Les habitants de Lussery-Villars rejettent l'initiative pour le versement d'une 13e rente AVS avec 64,9 pour cent de non. Lussery-Villars a rejeté l'initiative, contrairement à son canton."
5488,15.1,15.1,84.9,"Mauraz (VD)","C'est non à 84,9 pour cent à l'initiative pour le versement d'une 13e rente AVS à Mauraz. Mauraz a rejeté l'initiative, contrairement à son canton."
5489,84.2,84.2,15.8,"Mex (VD)","A Mex (VD), les habitants sont favorables à l'initiative pour le versement d'une 13e rente AVS avec 84,2 pour cent des suffrages. Mex (VD) a approuvé l'initiative, tout comme son canton."
5490,54.3,54.3,45.7,"Moiry (VD)","C'est oui à 54,3 pour cent à l'initiative pour le versement d'une 13e rente AVS à Moiry. Moiry a approuvé l'initiative, tout comme son canton."
5491,64,64,36,"Mont-la-Ville (VD)","C'est oui à 64 pour cent à l'initiative pour le versement d'une 13e rente AVS à Mont-la-Ville. Mont-la-Ville a approuvé l'initiative, tout comme son canton."
5492,26.6,26.6,73.4,"Montricher (VD)","L'initiative pour le versement d'une 13e rente AVS ne passe pas la rampe à Montricher avec 73,4 pour cent de non. Montricher a rejeté l'initiative, contrairement à son canton."
5493,43.5,43.5,56.5,"Orny (VD)","Les habitants d'Orny s'opposent à l'initiative pour le versement d'une 13e rente AVS avec 56,5 pour cent de non. Orny a rejeté l'initiative, contrairement à son canton."
5495,40.6,40.6,59.4,"Penthalaz (VD)","A Penthalaz, les habitants disent non à 59,4 pour cent à l'initiative pour le versement d'une 13e rente AVS. Penthalaz a rejeté l'initiative, contrairement à son canton."
5496,74.8,74.8,25.2,"Penthaz (VD)","A Penthaz, les habitants sont favorables à l'initiative pour le versement d'une 13e rente AVS avec 74,8 pour cent des suffrages. Penthaz a approuvé l'initiative, tout comme son canton."
5497,38.9,38.9,61.1,"Pompaples (VD)","L'initiative pour le versement d'une 13e rente AVS échoue à Pompaples avec 61,1 pour cent des suffrages. Pompaples a rejeté l'initiative, contrairement à son canton."
5498,80.5,80.5,19.5,"La Sarraz (VD)","Les électeurs de La Sarraz valident l'initiative pour le versement d'une 13e rente AVS avec 80,5 pour cent des voix. La Sarraz a approuvé l'initiative, tout comme son canton."
5499,46.7,46.7,53.3,"Senarclens (VD)","Les habitants de Senarclens rejettent l'initiative pour le versement d'une 13e rente AVS avec 53,3 pour cent de non. Senarclens a rejeté l'initiative, contrairement à son canton."
5501,24.9,24.9,75.1,"Sullens (VD)","L'initiative pour le versement d'une 13e rente AVS échoue à Sullens avec 75,1 pour cent des suffrages. Sullens a rejeté l'initiative, contrairement à son canton."
5503,70.4,70.4,29.6,"Vufflens-la-Ville (VD)","A Vufflens-la-Ville, les habitants disent oui à 70,4 pour cent à l'initiative pour une 13 rente AVS. Vufflens-la-Ville a approuvé l'initiative, tout comme son canton."
5511,46.7,46.7,53.3,"Assens (VD)","L'initiative pour le versement d'une 13e rente AVS ne passe pas la rampe à Assens avec 53,3 pour cent de non. Assens a rejeté l'initiative, contrairement à son canton."
5512,62.6,62.6,37.4,"Bercher (VD)","L'initiative pour le versement d'une 13e rente AVS passe la rampe à Bercher avec 62,6 pour cent de oui. Bercher a approuvé l'initiative, tout comme son canton."
5514,66.4,66.4,33.6,"Bottens (VD)","A Bottens, les habitants sont favorables à l'initiative pour le versement d'une 13e rente AVS avec 66,4 pour cent des suffrages. Bottens a approuvé l'initiative, tout comme son canton."
5515,30.1,30.1,69.9,"Bretigny-sur-Morrens (VD)","A Bretigny-sur-Morrens, les habitants sont défavorables à l'initiative pour le versement d'une 13e rente AVS avec 69,9 pour cent des voix. Bretigny-sur-Morrens a rejeté l'initiative, contrairement à son canton."
5516,51.3,51.3,48.7,"Cugy (VD)","A Cugy (VD), les habitants disent oui à 51,3 pour cent à l'initiative pour une 13 rente AVS. Cugy (VD) a approuvé l'initiative, tout comme son canton."
5518,30.4,30.4,69.6,"Echallens (VD)","L'initiative pour le versement d'une 13e rente AVS échoue à Echallens avec 69,6 pour cent des suffrages. Echallens a rejeté l'initiative, contrairement à son canton."
5520,17.8,17.8,82.2,"Essertines-sur-Yverdon (VD)","C'est non à 82,2 pour cent à l'initiative pour le versement d'une 13e rente AVS à Essertines-sur-Yverdon. Essertines-sur-Yverdon a rejeté l'initiative, contrairement à son canton."
5521,95.5,95.5,4.5,"Etagnières (VD)","A Etagnières, les habitants disent oui à 95,5 pour cent à l'initiative pour une 13 rente AVS. Etagnières a approuvé l'initiative, tout comme son canton."
5522,8.3,8.3,91.7,"Fey (VD)","C'est non à 91,7 pour cent à l'initiative pour le versement d'une 13e rente AVS à Fey. Fey a rejeté l'initiative, contrairement à son canton."
5523,76.6,76.6,23.4,"Froideville (VD)","A Froideville, les habitants disent oui à 76,6 pour cent à l'initiative pour une 13 rente AVS. Froideville a approuvé l'initiative, tout comme son canton."
5527,28,28,72,"Morrens (VD)","C'est non à 72 pour cent à l'initiative pour le versement d'une 13e rente AVS à Morrens (VD). Morrens (VD) a rejeté l'initiative, contrairement à son canton."
5529,51.5,51.5,48.5,"Oulens-sous-Echallens (VD)","L'initiative pour le versement d'une 13e rente AVS passe la rampe à Oulens-sous-Echallens avec 51,5 pour cent de oui. Oulens-sous-Echallens a approuvé l'initiative, tout comme son canton."
5530,32.6,32.6,67.4,"Pailly (VD)","A Pailly, les habitants disent non à 67,4 pour cent à l'initiative pour le versement d'une 13e rente AVS. Pailly a rejeté l'initiative, contrairement à son canton."
5531,19.2,19.2,80.8,"Penthéréaz (VD)","C'est non à 80,8 pour cent à l'initiative pour le versement d'une 13e rente AVS à Penthéréaz. Penthéréaz a rejeté l'initiative, contrairement à son canton."
5533,5.5,5.5,94.5,"Poliez-Pittet (VD)","A Poliez-Pittet, les habitants sont défavorables à l'initiative pour le versement d'une 13e rente AVS avec 94,5 pour cent des voix. Poliez-Pittet a rejeté l'initiative, contrairement à son canton."
5534,46.5,46.5,53.5,"Rueyres (VD)","C'est non à 53,5 pour cent à l'initiative pour le versement d'une 13e rente AVS à Rueyres. Rueyres a rejeté l'initiative, contrairement à son canton."
5535,52.4,52.4,47.6,"Saint-Barthélemy (VD)","A Saint-Barthélemy (VD), les habitants disent oui à 52,4 pour cent à l'initiative pour une 13 rente AVS. Saint-Barthélemy (VD) a approuvé l'initiative, tout comme son canton."
5537,16,16,84,"Villars-le-Terroir (VD)","Les habitants de Villars-le-Terroir s'opposent à l'initiative pour le versement d'une 13e rente AVS avec 84 pour cent de non. Villars-le-Terroir a rejeté l'initiative, contrairement à son canton."
5539,35.5,35.5,64.5,"Vuarrens (VD)","Les habitants de Vuarrens s'opposent à l'initiative pour le versement d'une 13e rente AVS avec 64,5 pour cent de non. Vuarrens a rejeté l'initiative, contrairement à son canton."
5540,27.2,27.2,72.8,"Montilliez (VD)","C'est non à 72,8 pour cent à l'initiative pour le versement d'une 13e rente AVS à Montilliez. Montilliez a rejeté l'initiative, contrairement à son canton."
5541,63.8,63.8,36.2,"Goumoëns (VD)","A Goumoëns, les habitants sont favorables à l'initiative pour le versement d'une 13e rente AVS avec 63,8 pour cent des suffrages. Goumoëns a approuvé l'initiative, tout comme son canton."
5551,52.5,52.5,47.5,"Bonvillars (VD)","C'est oui à 52,5 pour cent à l'initiative pour le versement d'une 13e rente AVS à Bonvillars. Bonvillars a approuvé l'initiative, tout comme son canton."
5552,64.4,64.4,35.6,"Bullet (VD)","Les électeurs de Bullet valident l'initiative pour le versement d'une 13e rente AVS avec 64,4 pour cent des voix. Bullet a approuvé l'initiative, tout comme son canton."
5553,29.7,29.7,70.3,"Champagne (VD)","A Champagne, les habitants sont défavorables à l'initiative pour le versement d'une 13e rente AVS avec 70,3 pour cent des voix. Champagne a rejeté l'initiative, contrairement à son canton."
5554,37.2,37.2,62.8,"Concise (VD)","L'initiative pour le versement d'une 13e rente AVS échoue à Concise avec 62,8 pour cent des suffrages. Concise a rejeté l'initiative, contrairement à son canton."
5555,81.4,81.4,18.6,"Corcelles-près-Concise (VD)","C'est oui à 81,4 pour cent à l'initiative pour le versement d'une 13e rente AVS à Corcelles-près-Concise. Corcelles-près-Concise a approuvé l'initiative, tout comme son canton."
5556,70.3,70.3,29.7,"Fiez (VD)","Les électeurs de Fiez valident l'initiative pour le versement d'une 13e rente AVS avec 70,3 pour cent des voix. Fiez a approuvé l'initiative, tout comme son canton."
5557,57,57,43,"Fontaines-sur-Grandson (VD)","Les habitants de Fontaines-sur-Grandson approuvent l'initiative pour le versement d'une 13e rente AVS avec 57 pour cent des voix. Fontaines-sur-Grandson a approuvé l'initiative, tout comme son canton."
5559,45.9,45.9,54.1,"Giez (VD)","C'est non à 54,1 pour cent à l'initiative pour le versement d'une 13e rente AVS à Giez. Giez a rejeté l'initiative, contrairement à son canton."
5560,27.3,27.3,72.7,"Grandevent (VD)","Les habitants de Grandevent s'opposent à l'initiative pour le versement d'une 13e rente AVS avec 72,7 pour cent de non. Grandevent a rejeté l'initiative, contrairement à son canton."
5561,23.9,23.9,76.1,"Grandson (VD)","Les habitants de Grandson rejettent l'initiative pour le versement d'une 13e rente AVS avec 76,1 pour cent de non. Grandson a rejeté l'initiative, contrairement à son canton."
5562,10.7,10.7,89.3,"Mauborget (VD)","Les habitants de Mauborget s'opposent à l'initiative pour le versement d'une 13e rente AVS avec 89,3 pour cent de non. Mauborget a rejeté l'initiative, contrairement à son canton."
5563,64,64,36,"Mutrux (VD)","Les électeurs de Mutrux valident l'initiative pour le versement d'une 13e rente AVS avec 64 pour cent des voix. Mutrux a approuvé l'initiative, tout comme son canton."
5564,75.9,75.9,24.1,"Novalles (VD)","A Novalles, les habitants sont favorables à l'initiative pour le versement d'une 13e rente AVS avec 75,9 pour cent des suffrages. Novalles a approuvé l'initiative, tout comme son canton."
5565,37.1,37.1,62.9,"Onnens (VD)","A Onnens (VD), les habitants sont défavorables à l'initiative pour le versement d'une 13e rente AVS avec 62,9 pour cent des voix. Onnens (VD) a rejeté l'initiative, contrairement à son canton."
5566,82.9,82.9,17.1,"Provence (VD)","Les habitants de Provence acceptent l'initiative pour le versement d'une 13e rente AVS avec 82,9 pour cent de oui. Provence a approuvé l'initiative, tout comme son canton."
5568,40,40,60,"Sainte-Croix (VD)","Les habitants de Sainte-Croix rejettent l'initiative pour le versement d'une 13e rente AVS avec 60 pour cent de non. Sainte-Croix a rejeté l'initiative, contrairement à son canton."
5571,91.4,91.4,8.6,"Tévenon (VD)","Les électeurs de Tévenon valident l'initiative pour le versement d'une 13e rente AVS avec 91,4 pour cent des voix. Tévenon a approuvé l'initiative, tout comme son canton."
5581,55.1,55.1,44.9,"Belmont-sur-Lausanne (VD)","Les électeurs de Belmont-sur-Lausanne valident l'initiative pour le versement d'une 13e rente AVS avec 55,1 pour cent des voix. Belmont-sur-Lausanne a approuvé l'initiative, tout comme son canton."
5582,20.7,20.7,79.3,"Cheseaux-sur-Lausanne (VD)","C'est non à 79,3 pour cent à l'initiative pour le versement d'une 13e rente AVS à Cheseaux-sur-Lausanne. Cheseaux-sur-Lausanne a rejeté l'initiative, contrairement à son canton."
5583,59,59,41,"Crissier (VD)","L'initiative pour le versement d'une 13e rente AVS passe la rampe à Crissier avec 59 pour cent de oui. Crissier a approuvé l'initiative, tout comme son canton."
5584,49.3,49.3,50.7,"Epalinges (VD)","L'initiative pour le versement d'une 13e rente AVS échoue à Epalinges avec 50,7 pour cent des suffrages. Epalinges a rejeté l'initiative, contrairement à son canton."
5585,93.7,93.7,6.3,"Jouxtens-Mézery (VD)","Les habitants de Jouxtens-Mézery acceptent l'initiative pour le versement d'une 13e rente AVS avec 93,7 pour cent de oui. Jouxtens-Mézery a approuvé l'initiative, tout comme son canton."
5586,31.7,31.7,68.3,"Lausanne (VD)","A Lausanne, les habitants disent non à 68,3 pour cent à l'initiative pour le versement d'une 13e rente AVS. Lausanne a rejeté l'initiative, contrairement à son canton."
5587,30.4,30.4,69.6,"Le Mont-sur-Lausanne (VD)","Au Mont-sur-Lausanne, les habitants disent non à 69,6 pour cent à l'initiative pour le versement d'une 13e rente AVS. Le Mont-sur-Lausanne a rejeté l'initiative, contrairement à son canton."
5588,47.8,47.8,52.2,"Paudex (VD)","L'initiative pour le versement d'une 13e rente AVS échoue à Paudex avec 52,2 pour cent des suffrages. Paudex a rejeté l'initiative, contrairement à son canton."
5589,51.3,51.3,48.7,"Prilly (VD)","A Prilly, les habitants disent oui à 51,3 pour cent à l'initiative pour une 13 rente AVS. Prilly a approuvé l'initiative, tout comme son canton."
5590,59.7,59.7,40.3,"Pully (VD)","A Pully, les habitants sont favorables à l'initiative pour le versement d'une 13e rente AVS avec 59,7 pour cent des suffrages. Pully a approuvé l'initiative, tout comme son canton."
5591,71.9,71.9,28.1,"Renens (VD)","A Renens (VD), les habitants disent oui à 71,9 pour cent à l'initiative pour une 13 rente AVS. Renens (VD) a approuvé l'initiative, tout comme son canton."
5592,55,55,45,"Romanel-sur-Lausanne (VD)","A Romanel-sur-Lausanne, les habitants disent oui à 55 pour cent à l'initiative pour une 13 rente AVS. Romanel-sur-Lausanne a approuvé l'initiative, tout comme son canton."
5601,51.8,51.8,48.2,"Chexbres (VD)","Les habitants de Chexbres acceptent l'initiative pour le versement d'une 13e rente AVS avec 51,8 pour cent de oui. Chexbres a approuvé l'initiative, tout comme son canton."
5604,80.2,80.2,19.8,"Forel (Lavaux) (VD)","Les électeurs de Forel (Lavaux) valident l'initiative pour le versement d'une 13e rente AVS avec 80,2 pour cent des voix. Forel (Lavaux) a approuvé l'initiative, tout comme son canton."
5606,37.7,37.7,62.3,"Lutry (VD)","Les habitants de Lutry s'opposent à l'initiative pour le versement d'une 13e rente AVS avec 62,3 pour cent de non. Lutry a rejeté l'initiative, contrairement à son canton."
5607,74.4,74.4,25.6,"Puidoux (VD)","A Puidoux, les habitants sont favorables à l'initiative pour le versement d'une 13e rente AVS avec 74,4 pour cent des suffrages. Puidoux a approuvé l'initiative, tout comme son canton."
5609,17.1,17.1,82.9,"Rivaz (VD)","L'initiative pour le versement d'une 13e rente AVS échoue à Rivaz avec 82,9 pour cent des suffrages. Rivaz a rejeté l'initiative, contrairement à son canton."
5610,70.8,70.8,29.2,"Saint-Saphorin (Lavaux) (VD)","Les habitants de Saint-Saphorin (Lavaux) approuvent l'initiative pour le versement d'une 13e rente AVS avec 70,8 pour cent des voix. Saint-Saphorin (Lavaux) a approuvé l'initiative, tout comme son canton."
5611,75.3,75.3,24.7,"Savigny (VD)","Les électeurs de Savigny valident l'initiative pour le versement d'une 13e rente AVS avec 75,3 pour cent des voix. Savigny a approuvé l'initiative, tout comme son canton."
5613,90.9,90.9,9.1,"Bourg-en-Lavaux (VD)","A Bourg-en-Lavaux, les habitants disent oui à 90,9 pour cent à l'initiative pour une 13 rente AVS. Bourg-en-Lavaux a approuvé l'initiative, tout comme son canton."
5621,10.3,10.3,89.7,"Aclens (VD)","A Aclens, les habitants sont défavorables à l'initiative pour le versement d'une 13e rente AVS avec 89,7 pour cent des voix. Aclens a rejeté l'initiative, contrairement à son canton."
5622,44.9,44.9,55.1,"Bremblens (VD)","Les habitants de Bremblens s'opposent à l'initiative pour le versement d'une 13e rente AVS avec 55,1 pour cent de non. Bremblens a rejeté l'initiative, contrairement à son canton."
5623,99.2,99.2,0.8,"Buchillon (VD)","A Buchillon, les habitants disent oui à 99,2 pour cent à l'initiative pour une 13 rente AVS. Le plus fort pourcentage de oui du canton de Vaud a été obtenu à Buchillon."
5624,76.3,76.3,23.7,"Bussigny (VD)","L'initiative pour le versement d'une 13e rente AVS passe la rampe à Bussigny avec 76,3 pour cent de oui. Bussigny a approuvé l'initiative, tout comme son canton."
5627,67.2,67.2,32.8,"Chavannes-près-Renens (VD)","Les habitants de Chavannes-près-Renens approuvent l'initiative pour le versement d'une 13e rente AVS avec 67,2 pour cent des voix. Chavannes-près-Renens a approuvé l'initiative, tout comme son canton."
5628,8.3,8.3,91.7,"Chigny (VD)","Les habitants de Chigny rejettent l'initiative pour le versement d'une 13e rente AVS avec 91,7 pour cent de non. Chigny a rejeté l'initiative, contrairement à son canton."
5629,54.8,54.8,45.2,"Clarmont (VD)","Les électeurs de Clarmont valident l'initiative pour le versement d'une 13e rente AVS avec 54,8 pour cent des voix. Clarmont a approuvé l'initiative, tout comme son canton."
5631,59.1,59.1,40.9,"Denens (VD)","Les habitants de Denens acceptent l'initiative pour le versement d'une 13e rente AVS avec 59,1 pour cent de oui. Denens a approuvé l'initiative, tout comme son canton."
5632,72.9,72.9,27.1,"Denges (VD)","Les électeurs de Denges valident l'initiative pour le versement d'une 13e rente AVS avec 72,9 pour cent des voix. Denges a approuvé l'initiative, tout comme son canton."
5633,43.9,43.9,56.1,"Echandens (VD)","L'initiative pour le versement d'une 13e rente AVS échoue à Echandens avec 56,1 pour cent des suffrages. Echandens a rejeté l'initiative, contrairement à son canton."
5634,29.4,29.4,70.6,"Echichens (VD)","L'initiative pour le versement d'une 13e rente AVS ne passe pas la rampe à Echichens avec 70,6 pour cent de non. Echichens a rejeté l'initiative, contrairement à son canton."
5635,41.4,41.4,58.6,"Ecublens (VD)","A Ecublens (VD), les habitants disent non à 58,6 pour cent à l'initiative pour le versement d'une 13e rente AVS. Ecublens (VD) a rejeté l'initiative, contrairement à son canton."
5636,28.3,28.3,71.7,"Etoy (VD)","Les habitants d'Etoy s'opposent à l'initiative pour le versement d'une 13e rente AVS avec 71,7 pour cent de non. Etoy a rejeté l'initiative, contrairement à son canton."
5637,89.2,89.2,10.8,"Lavigny (VD)","A Lavigny, les habitants disent oui à 89,2 pour cent à l'initiative pour une 13 rente AVS. Lavigny a approuvé l'initiative, tout comme son canton."
5638,60.4,60.4,39.6,"Lonay (VD)","A Lonay, les habitants disent oui à 60,4 pour cent à l'initiative pour une 13 rente AVS. Lonay a approuvé l'initiative, tout comme son canton."
