"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
68,67.7,67.7,32.3,"Rorbas (ZH)","NA NA"
69,41.4,41.4,58.6,"Wallisellen (ZH)","NA NA"
70,30.9,30.9,69.1,"Wasterkingen (ZH)","NA NA"
71,72,72,28,"Wil (ZH)","NA NA"
72,82.8,82.8,17.2,"Winkel (ZH)","NA NA"
81,4.7,4.7,95.3,"Bachs (ZH)","NA NA"
82,37.3,37.3,62.7,"Boppelsen (ZH)","NA NA"
83,49.8,49.8,50.2,"Buchs (ZH)","NA NA"
84,51.2,51.2,48.8,"Dällikon (ZH)","NA NA"
85,57.1,57.1,42.9,"Dänikon (ZH)","NA NA"
86,58.9,58.9,41.1,"Dielsdorf (ZH)","NA NA"
87,39.6,39.6,60.4,"Hüttikon (ZH)","NA NA"
88,50.7,50.7,49.3,"Neerach (ZH)","NA NA"
89,90,90,10,"Niederglatt (ZH)","NA NA"
90,70.8,70.8,29.2,"Niederhasli (ZH)","NA NA"
91,0.9,0.9,99.1,"Niederweningen (ZH)","NA NA"
92,71.4,71.4,28.6,"Oberglatt (ZH)","NA NA"
93,60.2,60.2,39.8,"Oberweningen (ZH)","NA NA"
94,88.5,88.5,11.5,"Otelfingen (ZH)","NA NA"
95,58.1,58.1,41.9,"Regensberg (ZH)","NA NA"
96,44.1,44.1,55.9,"Regensdorf (ZH)","NA NA"
97,95.7,95.7,4.3,"Rümlang (ZH)","NA NA"
98,30.3,30.3,69.7,"Schleinikon (ZH)","NA NA"
99,35.2,35.2,64.8,"Schöfflisdorf (ZH)","NA NA"
100,7.8,7.8,92.2,"Stadel (ZH)","NA NA"
101,91.9,91.9,8.1,"Steinmaur (ZH)","NA NA"
102,55,55,45,"Weiach (ZH)","NA NA"
111,65.1,65.1,34.9,"Bäretswil (ZH)","NA NA"
112,57.3,57.3,42.7,"Bubikon (ZH)","NA NA"
113,13,13,87,"Dürnten (ZH)","NA NA"
114,68.9,68.9,31.1,"Fischenthal (ZH)","NA NA"
115,28.6,28.6,71.4,"Gossau (ZH)","NA NA"
116,47.4,47.4,52.6,"Grüningen (ZH)","NA NA"
117,89.6,89.6,10.4,"Hinwil (ZH)","NA NA"
118,20.6,20.6,79.4,"Rüti (ZH)","NA NA"
119,60.4,60.4,39.6,"Seegräben (ZH)","NA NA"
120,44.3,44.3,55.7,"Wald (ZH)","NA NA"
121,43.5,43.5,56.5,"Wetzikon (ZH)","NA NA"
131,86.4,86.4,13.6,"Adliswil (ZH)","NA NA"
135,47.2,47.2,52.8,"Kilchberg (ZH)","NA NA"
136,7.4,7.4,92.6,"Langnau am Albis (ZH)","NA NA"
137,34.6,34.6,65.4,"Oberrieden (ZH)","NA NA"
138,76.5,76.5,23.5,"Richterswil (ZH)","NA NA"
139,82.4,82.4,17.6,"Rüschlikon (ZH)","NA NA"
141,60.3,60.3,39.7,"Thalwil (ZH)","NA NA"
151,34.8,34.8,65.2,"Erlenbach (ZH)","NA NA"
152,45,45,55,"Herrliberg (ZH)","NA NA"
153,11.2,11.2,88.8,"Hombrechtikon (ZH)","NA NA"
154,37.9,37.9,62.1,"Küsnacht (ZH)","NA NA"
155,55.4,55.4,44.6,"Männedorf (ZH)","NA NA"
156,50.2,50.2,49.8,"Meilen (ZH)","NA NA"
157,65.1,65.1,34.9,"Oetwil am See (ZH)","NA NA"
158,14.8,14.8,85.2,"Stäfa (ZH)","NA NA"
159,85.3,85.3,14.7,"Uetikon am See (ZH)","NA NA"
160,58.7,58.7,41.3,"Zumikon (ZH)","NA NA"
161,79.8,79.8,20.2,"Zollikon (ZH)","NA NA"
172,51.2,51.2,48.8,"Fehraltorf (ZH)","NA NA"
173,53.3,53.3,46.7,"Hittnau (ZH)","NA NA"
176,94.4,94.4,5.6,"Lindau (ZH)","NA NA"
177,39.7,39.7,60.3,"Pfäffikon (ZH)","NA NA"
178,52.2,52.2,47.8,"Russikon (ZH)","NA NA"
180,57,57,43,"Weisslingen (ZH)","NA NA"
181,47.3,47.3,52.7,"Wila (ZH)","NA NA"
182,27.7,27.7,72.3,"Wildberg (ZH)","NA NA"
191,36.7,36.7,63.3,"Dübendorf (ZH)","NA NA"
192,32.3,32.3,67.7,"Egg (ZH)","NA NA"
193,58.2,58.2,41.8,"Fällanden (ZH)","NA NA"
194,43.3,43.3,56.7,"Greifensee (ZH)","NA NA"
195,70.5,70.5,29.5,"Maur (ZH)","NA NA"
196,92.4,92.4,7.6,"Mönchaltorf (ZH)","NA NA"
197,71.6,71.6,28.4,"Schwerzenbach (ZH)","NA NA"
198,95.1,95.1,4.9,"Uster (ZH)","NA NA"
199,30.6,30.6,69.4,"Volketswil (ZH)","NA NA"
200,55.4,55.4,44.6,"Wangen-Brüttisellen (ZH)","NA NA"
211,44.7,44.7,55.3,"Altikon (ZH)","NA NA"
213,77.6,77.6,22.4,"Brütten (ZH)","NA NA"
214,25.8,25.8,74.2,"Dägerlen (ZH)","NA NA"
215,48.5,48.5,51.5,"Dättlikon (ZH)","NA NA"
216,64.9,64.9,35.1,"Dinhard (ZH)","NA NA"
218,63.3,63.3,36.7,"Ellikon an der Thur (ZH)","NA NA"
219,51.2,51.2,48.8,"Elsau (ZH)","NA NA"
220,42.7,42.7,57.3,"Hagenbuch (ZH)","NA NA"
221,84.8,84.8,15.2,"Hettlingen (ZH)","NA NA"
223,57.4,57.4,42.6,"Neftenbach (ZH)","NA NA"
224,79.3,79.3,20.7,"Pfungen (ZH)","NA NA"
225,58.2,58.2,41.8,"Rickenbach (ZH)","NA NA"
226,85.4,85.4,14.6,"Schlatt (ZH)","NA NA"
227,33.6,33.6,66.4,"Seuzach (ZH)","NA NA"
228,10.8,10.8,89.2,"Turbenthal (ZH)","NA NA"
230,58.4,58.4,41.6,"Winterthour (ZH)","NA NA"
231,64.7,64.7,35.3,"Zell (ZH)","NA NA"
241,50.9,50.9,49.1,"Aesch (ZH)","NA NA"
242,71.5,71.5,28.5,"Birmensdorf (ZH)","NA NA"
243,72.4,72.4,27.6,"Dietikon (ZH)","NA NA"
244,54.9,54.9,45.1,"Geroldswil (ZH)","NA NA"
245,47.1,47.1,52.9,"Oberengstringen (ZH)","NA NA"
246,76.2,76.2,23.8,"Oetwil an der Limmat (ZH)","NA NA"
247,20,20,80,"Schlieren (ZH)","NA NA"
248,16.4,16.4,83.6,"Uitikon (ZH)","NA NA"
249,21.3,21.3,78.7,"Unterengstringen (ZH)","NA NA"
250,60.9,60.9,39.1,"Urdorf (ZH)","NA NA"
251,40.4,40.4,59.6,"Weiningen (ZH)","NA NA"
261,61.7,61.7,38.3,"Zurich (ZH)","NA NA"
291,84.2,84.2,15.8,"Andelfingen (ZH)","NA NA"
292,56.7,56.7,43.3,"Stammheim (ZH)","NA NA"
293,50.3,50.3,49.7,"Wädenswil (ZH)","NA NA"
294,12.3,12.3,87.7,"Elgg (ZH)","NA NA"
295,66.1,66.1,33.9,"Horgen (ZH)","NA NA"
296,64.1,64.1,35.9,"Illnau-Effretikon (ZH)","NA NA"
297,54.8,54.8,45.2,"Bauma (ZH)","NA NA"
298,41.9,41.9,58.1,"Wiesendangen (ZH)","NA NA"
