"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
2163,39.1,39.1,60.9,"Val-de-Charmey FR","NA NA"
2173,65.6,65.6,34.4,"Autigny FR","NA NA"
2174,55.9,55.9,44.1,"Avry FR","NA NA"
2175,9.3,9.3,90.7,"Belfaux FR","NA NA"
2177,39.1,39.1,60.9,"Chénens FR","NA NA"
2183,2.4,2.4,97.6,"Corminboeuf FR","NA NA"
2186,98.2,98.2,1.8,"Cottens FR","NA NA"
2194,54.8,54.8,45.2,"Ferpicloz FR","NA NA"
2196,83.1,83.1,16.9,"Friburgo FR","NA NA"
2197,57.3,57.3,42.7,"Givisiez FR","NA NA"
2198,33.1,33.1,66.9,"Granges-Paccot FR","NA NA"
2200,25.9,25.9,74.1,"Grolley FR","NA NA"
2206,50.1,50.1,49.9,"Marly FR","NA NA"
2208,66.2,66.2,33.8,"Matran FR","NA NA"
2211,41.8,41.8,58.2,"Neyruz FR","NA NA"
2216,45.4,45.4,54.6,"Pierrafortscha FR","NA NA"
2217,20.2,20.2,79.8,"Ponthaux FR","NA NA"
2220,19.6,19.6,80.4,"Le Mouret FR","NA NA"
2226,35.2,35.2,64.8,"Treyvaux FR","NA NA"
2228,19.9,19.9,80.1,"Villars-sur-Glâne FR","NA NA"
2230,52.3,52.3,47.7,"Villarsel-sur-Marly FR","NA NA"
2233,71.2,71.2,28.8,"Hauterive FR","NA NA"
2234,90.3,90.3,9.7,"La Brillaz FR","NA NA"
2235,7.1,7.1,92.9,"La Sonnaz FR","NA NA"
2236,14.1,14.1,85.9,"Gibloux FR","NA NA"
2237,40.9,40.9,59.1,"Prez FR","NA NA"
2238,46.9,46.9,53.1,"Bois-d'Amont FR","NA NA"
2250,63.9,63.9,36.1,"Gurwolf FR","NA NA"
2254,47.2,47.2,52.8,"Courtepin FR","NA NA"
2257,48.7,48.7,51.3,"Cressier FR","NA NA"
2258,53.9,53.9,46.1,"Fräschels FR","NA NA"
2261,26.7,26.7,73.3,"Greng FR","NA NA"
2262,61.8,61.8,38.2,"Gurmels FR","NA NA"
2265,53.2,53.2,46.8,"Kerzers FR","NA NA"
2266,56.9,56.9,43.1,"Kleinbösingen FR","NA NA"
2271,26.5,26.5,73.5,"Merlach FR","NA NA"
2272,93.9,93.9,6.1,"Misery-Courtion FR","NA NA"
2274,6.5,6.5,93.5,"Muntelier FR","NA NA"
2275,42.2,42.2,57.8,"Murten FR","NA NA"
2276,14.2,14.2,85.8,"Ried bei Kerzers FR","NA NA"
2278,42.6,42.6,57.4,"Ulmiz FR","NA NA"
2284,61.1,61.1,38.9,"Mont-Vully FR","NA NA"
2292,77.6,77.6,22.4,"Brünisried FR","NA NA"
2293,62.5,62.5,37.5,"Düdingen FR","NA NA"
2294,90.1,90.1,9.9,"Giffers FR","NA NA"
2295,61.1,61.1,38.9,"Bösingen FR","NA NA"
2296,58.5,58.5,41.5,"Heitenried FR","NA NA"
2299,76.9,76.9,23.1,"Plaffeien FR","NA NA"
2300,41,41,59,"Plasselb FR","NA NA"
2301,52.4,52.4,47.6,"Rechthalten FR","NA NA"
2303,52.4,52.4,47.6,"St. Silvester FR","NA NA"
2304,41.3,41.3,58.7,"St. Ursen FR","NA NA"
2305,67.7,67.7,32.3,"Schmitten FR","NA NA"
2306,85.4,85.4,14.6,"Tafers FR","NA NA"
2307,16.1,16.1,83.9,"Tentlingen FR","NA NA"
2308,54.8,54.8,45.2,"Ueberstorf FR","NA NA"
2309,98.5,98.5,1.5,"Wünnewil-Flamatt FR","NA NA"
2321,62.4,62.4,37.6,"Attalens FR","NA NA"
2323,27.8,27.8,72.2,"Bossonnens FR","NA NA"
2325,78.5,78.5,21.5,"Châtel-Saint-Denis FR","NA NA"
2328,33.3,33.3,66.7,"Granges (Veveyse) FR","NA NA"
2333,63.8,63.8,36.2,"Remaufens FR","NA NA"
2335,63.1,63.1,36.9,"Saint-Martin FR","NA NA"
2336,91.2,91.2,8.8,"Semsales FR","NA NA"
2337,32.3,32.3,67.7,"Le Flon FR","NA NA"
2338,36.5,36.5,63.5,"La Verrerie FR","NA NA"
