"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de"
4004,71.3,71.3,28.7,"Densbüren AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4005,80.1,80.1,19.9,"Erlinsbach AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4006,75.2,75.2,24.8,"Gränichen AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4007,78.6,78.6,21.4,"Hirschthal AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4008,77.3,77.3,22.7,"Küttigen AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4009,74.9,74.9,25.1,"Muhen AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4010,75.4,75.4,24.6,"Oberentfelden AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4012,76.9,76.9,23.1,"Suhr AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4013,79.4,79.4,20.6,"Unterentfelden AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4021,79.5,79.5,20.5,"Baden AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4022,79.2,79.2,20.8,"Bellikon AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4023,82.8,82.8,17.2,"Bergdietikon AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4024,78.9,78.9,21.1,"Birmenstorf AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4026,80.1,80.1,19.9,"Ennetbaden AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4027,80.8,80.8,19.2,"Fislisbach AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4028,82.5,82.5,17.5,"Freienwil AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4029,78.9,78.9,21.1,"Gebenstorf AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4030,82.2,82.2,17.8,"Killwangen AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4031,77.5,77.5,22.5,"Künten AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4032,78.2,78.2,21.8,"Mägenwil AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4033,82,82,18,"Mellingen AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4034,77.5,77.5,22.5,"Neuenhof AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4035,83.3,83.3,16.7,"Niederrohrdorf AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4037,80.4,80.4,19.6,"Oberrohrdorf AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4038,82,82,18,"Obersiggenthal AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4039,80.5,80.5,19.5,"Remetschwil AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4040,76,76,24,"Spreitenbach AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4041,78.9,78.9,21.1,"Stetten AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4042,79.9,79.9,20.1,"Turgi AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4044,78.3,78.3,21.7,"Untersiggenthal AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4045,79.1,79.1,20.9,"Wettingen AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4046,79.5,79.5,20.5,"Wohlenschwil AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4047,77.3,77.3,22.7,"Würenlingen AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4048,80.8,80.8,19.2,"Würenlos AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4049,78.2,78.2,21.8,"Ehrendingen AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4061,82.4,82.4,17.6,"Arni AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4062,78.5,78.5,21.5,"Berikon AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4063,76.2,76.2,23.8,"Bremgarten AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4064,73.3,73.3,26.7,"Büttikon AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4065,79.3,79.3,20.7,"Dottikon AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4066,78.2,78.2,21.8,"Eggenwil AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4067,70.8,70.8,29.2,"Fischbach-Göslikon AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4068,74.1,74.1,25.9,"Hägglingen AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4071,83.2,83.2,16.8,"Jonen AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4072,75.3,75.3,24.7,"Niederwil AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4073,77.9,77.9,22.1,"Oberlunkhofen AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4074,81.9,81.9,18.1,"Oberwil-Lieli AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4075,78.4,78.4,21.6,"Rudolfstetten-Friedlisberg AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4076,70.1,70.1,29.9,"Sarmenstorf AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4077,76.1,76.1,23.9,"Tägerig AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4078,65.4,65.4,34.6,"Uezwil AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4079,75.7,75.7,24.3,"Unterlunkhofen AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4080,73.8,73.8,26.2,"Villmergen AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4081,82.1,82.1,17.9,"Widen AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4082,75.3,75.3,24.7,"Wohlen AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4083,78.8,78.8,21.2,"Zufikon AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4084,74.5,74.5,25.5,"Islisberg AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4091,76.6,76.6,23.4,"Auenstein AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4092,79.6,79.6,20.4,"Birr AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4093,76,76,24,"Birrhard AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4095,78,78,22,"Brugg AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4099,78.3,78.3,21.7,"Habsburg AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4100,81.2,81.2,18.8,"Hausen AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4104,80.8,80.8,19.2,"Lupfig AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4105,77,77,23,"Mandach AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4106,82.3,82.3,17.7,"Mönthal AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4107,72.5,72.5,27.5,"Mülligen AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4110,78.2,78.2,21.8,"Remigen AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4111,75.1,75.1,24.9,"Riniken AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4112,76.7,76.7,23.3,"Rüfenach AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4117,75.9,75.9,24.1,"Thalheim AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4120,73.9,73.9,26.1,"Veltheim AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4121,75.3,75.3,24.7,"Villigen AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4122,75.2,75.2,24.8,"Villnachern AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4123,78.7,78.7,21.3,"Windisch AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4124,74.2,74.2,25.8,"Bözberg AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4125,76.9,76.9,23.1,"Schinznach AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4131,74.9,74.9,25.1,"Beinwil am See AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4132,72.4,72.4,27.6,"Birrwil AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4134,63.8,63.8,36.2,"Dürrenäsch AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4135,68.8,68.8,31.2,"Gontenschwil AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4136,72.3,72.3,27.7,"Holziken AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4137,71.9,71.9,28.1,"Leimbach AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4138,68.3,68.3,31.7,"Leutwil AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4139,69.6,69.6,30.4,"Menziken AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4140,70.5,70.5,29.5,"Oberkulm AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4141,70.4,70.4,29.6,"Reinach AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4142,66.5,66.5,33.5,"Schlossrued AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4143,64.1,64.1,35.9,"Schmiedrued AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4144,74.7,74.7,25.3,"Schöftland AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4145,67.9,67.9,32.1,"Teufenthal AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4146,73.2,73.2,26.8,"Unterkulm AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4147,63.9,63.9,36.1,"Zetzwil AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4161,74.5,74.5,25.5,"Eiken AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4163,77.8,77.8,22.2,"Frick AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4164,72.6,72.6,27.4,"Gansingen AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4165,80.8,80.8,19.2,"Gipf-Oberfrick AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4169,76.6,76.6,23.4,"Kaisten AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4170,80.3,80.3,19.7,"Laufenburg AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4172,77.3,77.3,22.7,"Münchwilen AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4173,70.1,70.1,29.9,"Oberhof AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4175,80.4,80.4,19.6,"Oeschgen AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4176,73.3,73.3,26.7,"Schwaderloch AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4177,72.6,72.6,27.4,"Sisseln AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4181,72.2,72.2,27.8,"Wittnau AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4182,70.9,70.9,29.1,"Wölflinswil AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4183,74,74,26,"Zeihen AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4184,75.4,75.4,24.6,"Mettauertal AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4185,73.7,73.7,26.3,"Böztal AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4186,76.7,76.7,23.3,"Herznach-Ueken AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4191,71,71,29,"Ammerswil AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4192,73.8,73.8,26.2,"Boniswil AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4193,79.9,79.9,20.1,"Brunegg AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4194,72.3,72.3,27.7,"Dintikon AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4195,68.8,68.8,31.2,"Egliswil AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4196,74.7,74.7,25.3,"Fahrwangen AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4197,62.9,62.9,37.1,"Hallwil AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4198,72.7,72.7,27.3,"Hendschiken AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4199,69.2,69.2,30.8,"Holderbank AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4200,72.3,72.3,27.7,"Hunzenschwil AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4201,78,78,22,"Lenzburg AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4202,76.3,76.3,23.7,"Meisterschwanden AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4203,78.3,78.3,21.7,"Möriken-Wildegg AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4204,75.6,75.6,24.4,"Niederlenz AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4205,73,73,27,"Othmarsingen AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4206,72.8,72.8,27.2,"Rupperswil AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4207,72.1,72.1,27.9,"Schafisheim AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4208,77.9,77.9,22.1,"Seengen AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4209,75,75,25,"Seon AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4210,81.5,81.5,18.5,"Staufen AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4221,63.6,63.6,36.4,"Abtwil AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4222,75.4,75.4,24.6,"Aristau AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4223,75.5,75.5,24.5,"Auw AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4224,75,75,25,"Beinwil (Freiamt) AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4226,66.3,66.3,33.7,"Besenbüren AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4227,71.3,71.3,28.7,"Bettwil AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4228,72.9,72.9,27.1,"Boswil AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4229,71.2,71.2,28.8,"Bünzen AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4230,76.3,76.3,23.7,"Buttwil AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4231,69.7,69.7,30.3,"Dietwil AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4232,71,71,29,"Geltwil AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4233,65.4,65.4,34.6,"Kallern AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4234,74.7,74.7,25.3,"Merenschwand AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4235,75.3,75.3,24.7,"Mühlau AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4236,76.2,76.2,23.8,"Muri AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4237,80.3,80.3,19.7,"Oberrüti AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4238,74.2,74.2,25.8,"Rottenschwil AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4239,81,81,19,"Sins AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4240,77,77,23,"Waltenschwil AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4251,70.6,70.6,29.4,"Hellikon AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4252,78.3,78.3,21.7,"Kaiseraugst AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4253,83.1,83.1,16.9,"Magden AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4254,79.9,79.9,20.1,"Möhlin AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4255,77.6,77.6,22.4,"Mumpf AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
