"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de"
3233,79.8,79.8,20.2,"Berneck SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3234,75.4,75.4,24.6,"Diepoldsau SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3235,73,73,27,"Rheineck SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3236,73,73,27,"St. Margrethen SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3237,73,73,27,"Thal SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3238,77.1,77.1,22.9,"Widnau SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3251,74.1,74.1,25.9,"Altstätten SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3252,78.1,78.1,21.9,"Eichberg SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3253,81.2,81.2,18.8,"Marbach SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3254,73.4,73.4,26.6,"Oberriet SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3255,75.1,75.1,24.9,"Rebstein SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3256,75.6,75.6,24.4,"Rüthi SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3271,78.5,78.5,21.5,"Buchs SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3272,78.8,78.8,21.2,"Gams SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3273,78,78,22,"Grabs SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3274,76.9,76.9,23.1,"Sennwald SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3275,74.7,74.7,25.3,"Sevelen SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3276,75.9,75.9,24.1,"Wartau SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3291,78.5,78.5,21.5,"Bad Ragaz SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3292,71.9,71.9,28.1,"Flums SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3293,76.3,76.3,23.7,"Mels SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3294,72.1,72.1,27.9,"Pfäfers SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3295,67.2,67.2,32.8,"Quarten SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3296,76.3,76.3,23.7,"Sargans SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3297,74.7,74.7,25.3,"Vilters-Wangs SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3298,76.1,76.1,23.9,"Walenstadt SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3311,69.3,69.3,30.7,"Amden SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3312,66.6,66.6,33.4,"Benken SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3313,72.3,72.3,27.7,"Kaltbrunn SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3315,68.9,68.9,31.1,"Schänis SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3316,75.2,75.2,24.8,"Weesen SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3338,78.2,78.2,21.8,"Schmerikon SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3339,76,76,24,"Uznach SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3340,80.2,80.2,19.8,"Rapperswil-Jona SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3341,71.6,71.6,28.4,"Gommiswald SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3342,72.1,72.1,27.9,"Eschenbach SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3352,71.4,71.4,28.6,"Ebnat-Kappel SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3359,77.8,77.8,22.2,"Wildhaus-Alt St. Johann SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3360,74.9,74.9,25.1,"Nesslau SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3374,72,72,28,"Lichtensteig SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3379,70,70,30,"Wattwil SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3392,72.6,72.6,27.4,"Kirchberg SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3393,75.1,75.1,24.9,"Lütisburg SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3394,68.3,68.3,31.7,"Mosnang SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3395,69.7,69.7,30.3,"Bütschwil-Ganterschwil SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3396,70.3,70.3,29.7,"Neckertal SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3401,74.3,74.3,25.7,"Degersheim SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3402,75.2,75.2,24.8,"Flawil SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3405,77.5,77.5,22.5,"Jonschwil SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3407,77.5,77.5,22.5,"Oberuzwil SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3408,77.2,77.2,22.8,"Uzwil SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3422,74.7,74.7,25.3,"Niederbüren SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3423,73.5,73.5,26.5,"Niederhelfenschwil SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3424,74.3,74.3,25.7,"Oberbüren SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3426,79.4,79.4,20.6,"Zuzwil SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3427,79.1,79.1,20.9,"Wil SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3441,81.4,81.4,18.6,"Andwil SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3442,82.6,82.6,17.4,"Gaiserwald SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3443,82.8,82.8,17.2,"Gossau SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3444,79.8,79.8,20.2,"Waldkirch SG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3506,77.7,77.7,22.3,"Vaz/Obervaz GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3513,77.7,77.7,22.3,"Lantsch/Lenz GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3514,78.8,78.8,21.2,"Schmitten GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3542,76.1,76.1,23.9,"Albula/Alvra GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3543,73.7,73.7,26.3,"Surses GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3544,79,79,21,"Bergün Filisur GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3551,73,73,27,"Brusio GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3561,78.1,78.1,21.9,"Poschiavo GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3572,80.9,80.9,19.1,"Falera GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3575,77.4,77.4,22.6,"Laax GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3581,81.8,81.8,18.2,"Sagogn GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3582,75,75,25,"Schluein GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3603,81.3,81.3,18.7,"Vals GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3618,76.3,76.3,23.7,"Lumnezia GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3619,75.9,75.9,24.1,"Ilanz/Glion GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3633,76.9,76.9,23.1,"Fürstenau GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3637,67.4,67.4,32.6,"Rothenbrunnen GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3638,70,70,30,"Scharans GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3640,79.9,79.9,20.1,"Sils im Domleschg GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3661,75.6,75.6,24.4,"Cazis GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3662,82.1,82.1,17.9,"Flerden GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3663,73.9,73.9,26.1,"Masein GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3668,81.8,81.8,18.2,"Thusis GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3669,75.4,75.4,24.6,"Tschappina GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3670,87.9,87.9,12.1,"Urmein GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3672,80.2,80.2,19.8,"Safiental GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3673,75.8,75.8,24.2,"Domleschg GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3681,78.3,78.3,21.7,"Avers GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3695,94.9,94.9,5.1,"Sufers GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3701,96.5,96.5,3.5,"Andeer GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3711,64,64,36,"Rongellen GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3712,76,76,24,"Zillis-Reischen GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3713,64.3,64.3,35.7,"Ferrera GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3714,81.9,81.9,18.1,"Rheinwald GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3715,79.8,79.8,20.2,"Muntogna da Schons GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3721,83.6,83.6,16.4,"Bonaduz GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3722,80.2,80.2,19.8,"Domat/Ems GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3723,76.1,76.1,23.9,"Rhäzüns GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3731,77.7,77.7,22.3,"Felsberg GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3732,83.3,83.3,16.7,"Flims GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3733,77.4,77.4,22.6,"Tamins GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3734,77.8,77.8,22.2,"Trin GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3746,74.2,74.2,25.8,"Zernez GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3752,71.9,71.9,28.1,"Samnaun GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3762,80.3,80.3,19.7,"Scuol GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3764,70.4,70.4,29.6,"Valsot GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3781,78.5,78.5,21.5,"Bever GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3782,82.7,82.7,17.3,"Celerina/Schlarigna GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3783,74.2,74.2,25.8,"Madulain GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3784,83.8,83.8,16.2,"Pontresina GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3785,76.8,76.8,23.2,"La Punt-Chamues-ch GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3786,79.8,79.8,20.2,"Samedan GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3787,83.5,83.5,16.5,"St. Moritz GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3788,78.6,78.6,21.4,"S-chanf GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3789,83.1,83.1,16.9,"Sils im Engadin/Segl GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3790,85.3,85.3,14.7,"Silvaplana GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3791,81,81,19,"Zuoz GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3792,80.6,80.6,19.4,"Bregaglia GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3804,73.1,73.1,26.9,"Buseno GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3805,80.4,80.4,19.6,"Castaneda GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3808,66.2,66.2,33.8,"Rossa GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3810,64.5,64.5,35.5,"Santa Maria in Calanca GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3821,69.9,69.9,30.1,"Lostallo GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3822,70.4,70.4,29.6,"Mesocco GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3823,79.8,79.8,20.2,"Soazza GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3831,79,79,21,"Cama GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3832,76,76,24,"Grono GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3834,70.3,70.3,29.7,"Roveredo GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3835,72.3,72.3,27.7,"San Vittore GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3837,74.2,74.2,25.8,"Calanca GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3847,74.4,74.4,25.6,"Val Müstair GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3851,80,80,20,"Davos GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3861,75.1,75.1,24.9,"Fideris GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3862,68.4,68.4,31.6,"Furna GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3863,71.8,71.8,28.2,"Jenaz GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3871,71.1,71.1,28.9,"Klosters-Serneus GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3881,73,73,27,"Conters im Prättigau GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3882,68.1,68.1,31.9,"Küblis GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3891,63.7,63.7,36.3,"Luzein GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3901,78.7,78.7,21.3,"Chur GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3911,76.4,76.4,23.6,"Churwalden GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3921,79,79,21,"Arosa GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3932,77.8,77.8,22.2,"Tschiertschen-Praden GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3945,75.4,75.4,24.6,"Trimmis GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3946,77.4,77.4,22.6,"Untervaz GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3947,82.4,82.4,17.6,"Zizers GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3951,80.8,80.8,19.2,"Fläsch GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3952,72.1,72.1,27.9,"Jenins GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3953,80.6,80.6,19.4,"Maienfeld GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3954,76.5,76.5,23.5,"Malans GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3955,76,76,24,"Landquart GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3961,75.2,75.2,24.8,"Grüsch GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3962,71.5,71.5,28.5,"Schiers GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3972,70,70,30,"Seewis im Prättigau GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3981,74.8,74.8,25.2,"Breil/Brigels GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3982,73,73,27,"Disentis/Mustér GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3983,78.4,78.4,21.6,"Medel (Lucmagn) GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3985,76.5,76.5,23.5,"Sumvitg GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3986,84,84,16,"Tujetsch GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3987,75.9,75.9,24.1,"Trun GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
3988,79.2,79.2,20.8,"Obersaxen Mundaun GR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4401,78.4,78.4,21.6,"Arbon TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4406,69.4,69.4,30.6,"Dozwil TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4411,76.6,76.6,23.4,"Egnach TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4416,70.4,70.4,29.6,"Hefenhofen TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4421,80.8,80.8,19.2,"Horn TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4426,76.1,76.1,23.9,"Kesswil TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4431,81.6,81.6,18.4,"Roggwil TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4436,77.2,77.2,22.8,"Romanshorn TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4441,68,68,32,"Salmsach TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4446,70.9,70.9,29.1,"Sommeri TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4451,74.9,74.9,25.1,"Uttwil TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4461,75.3,75.3,24.7,"Amriswil TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4471,76.2,76.2,23.8,"Bischofszell TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4476,68.9,68.9,31.1,"Erlen TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4486,72.3,72.3,27.7,"Hauptwil-Gottshaus TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4495,70.3,70.3,29.7,"Hohentannen TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4501,74.7,74.7,25.3,"Kradolf-Schönenberg TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4506,74,74,26,"Sulgen TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4511,75.4,75.4,24.6,"Zihlschlacht-Sitterdorf TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4536,72.1,72.1,27.9,"Basadingen-Schlattingen TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4545,75.2,75.2,24.8,"Diessenhofen TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4546,69,69,31,"Schlatt TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4551,75.6,75.6,24.4,"Aadorf TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4561,78.9,78.9,21.1,"Felben-Wellhausen TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4566,79.7,79.7,20.3,"Frauenfeld TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4571,77.7,77.7,22.3,"Gachnang TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4590,71.5,71.5,28.5,"Hüttlingen TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4591,71.3,71.3,28.7,"Matzingen TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4601,72,72,28,"Neunforn TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4606,84.4,84.4,15.6,"Stettfurt TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4611,77.6,77.6,22.4,"Thundorf TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4616,82.2,82.2,17.8,"Uesslingen-Buch TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4621,79.9,79.9,20.1,"Warth-Weiningen TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4641,73.7,73.7,26.3,"Altnau TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4643,82.3,82.3,17.7,"Bottighofen TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4646,74.4,74.4,25.6,"Ermatingen TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4651,80.8,80.8,19.2,"Gottlieben TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4656,75.1,75.1,24.9,"Güttingen TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4666,71.5,71.5,28.5,"Kemmental TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4671,78.3,78.3,21.7,"Kreuzlingen TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4681,78.1,78.1,21.9,"Langrickenbach TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4683,74.1,74.1,25.9,"Lengwil TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4691,77.6,77.6,22.4,"Münsterlingen TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4696,79.5,79.5,20.5,"Tägerwilen TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4701,74.6,74.6,25.4,"Wäldi TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4711,68.3,68.3,31.7,"Affeltrangen TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4716,71.2,71.2,28.8,"Bettwiesen TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4721,71.7,71.7,28.3,"Bichelsee-Balterswil TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4723,75.6,75.6,24.4,"Braunau TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4724,75.9,75.9,24.1,"Eschlikon TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4726,69.2,69.2,30.8,"Fischingen TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4741,75.4,75.4,24.6,"Lommis TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4746,72.2,72.2,27.8,"Münchwilen TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4751,75,75,25,"Rickenbach TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4756,78.1,78.1,21.9,"Schönholzerswilen TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4761,74.6,74.6,25.4,"Sirnach TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4776,72,72,28,"Tobel-Tägerschen TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4781,76.7,76.7,23.3,"Wängi TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4786,81.2,81.2,18.8,"Wilen TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4791,68.8,68.8,31.2,"Wuppenau TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4801,74.9,74.9,25.1,"Berlingen TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4806,75.2,75.2,24.8,"Eschenz TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4811,83.9,83.9,16.1,"Herdern TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4816,73.9,73.9,26.1,"Homburg TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4821,74.4,74.4,25.6,"Hüttwilen TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4826,77.8,77.8,22.2,"Mammern TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
