"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de"
353,77.3,77.3,22.7,"Bremgarten bei Bern BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
354,76.6,76.6,23.4,"Kirchlindach BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
355,76,76,24,"Köniz BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
356,81.5,81.5,18.5,"Muri bei Bern BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
357,71.7,71.7,28.3,"Oberbalm BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
358,80.7,80.7,19.3,"Stettlen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
359,80.2,80.2,19.8,"Vechigen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
360,77.4,77.4,22.6,"Wohlen bei Bern BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
361,78.1,78.1,21.9,"Zollikofen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
362,78.7,78.7,21.3,"Ittigen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
363,74.5,74.5,25.5,"Ostermundigen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
371,70.5,70.5,29.5,"Biel BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
372,81.8,81.8,18.2,"Leubringen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
381,64.3,64.3,35.7,"Arch BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
382,72.2,72.2,27.8,"Büetigen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
383,77.9,77.9,22.1,"Büren an der Aare BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
385,72.9,72.9,27.1,"Diessbach bei Büren BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
386,76.8,76.8,23.2,"Dotzigen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
387,73.5,73.5,26.5,"Lengnau BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
388,77.7,77.7,22.3,"Leuzigen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
390,74.2,74.2,25.8,"Meinisberg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
391,75,75,25,"Oberwil bei Büren BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
392,76.1,76.1,23.9,"Pieterlen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
393,74.8,74.8,25.2,"Rüti bei Büren BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
394,75.9,75.9,24.1,"Wengi BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
401,76.5,76.5,23.5,"Aefligen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
402,73.5,73.5,26.5,"Alchenstorf BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
403,80.8,80.8,19.2,"Bäriswil BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
404,77.4,77.4,22.6,"Burgdorf BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
405,76.8,76.8,23.2,"Ersigen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
406,72.5,72.5,27.5,"Hasle bei Burgdorf BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
407,77.2,77.2,22.8,"Heimiswil BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
409,79.6,79.6,20.4,"Hindelbank BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
410,69.4,69.4,30.6,"Höchstetten BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
411,82.8,82.8,17.2,"Kernenried BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
412,79.6,79.6,20.4,"Kirchberg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
413,78.9,78.9,21.1,"Koppigen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
414,74.3,74.3,25.7,"Krauchthal BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
415,75.7,75.7,24.3,"Lyssach BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
418,79,79,21,"Oberburg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
420,78.2,78.2,21.8,"Rüdtligen-Alchenflüh BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
421,78.6,78.6,21.4,"Rumendingen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
422,69.2,69.2,30.8,"Rüti bei Lyssach BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
423,74.5,74.5,25.5,"Willadingen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
424,77.5,77.5,22.5,"Wynigen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
431,79.6,79.6,20.4,"Corgémont BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
432,75.5,75.5,24.5,"Cormoret BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
433,78.2,78.2,21.8,"Cortébert BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
434,77.1,77.1,22.9,"Courtelary BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
435,86.3,86.3,13.7,"La Ferrière BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
437,75.8,75.8,24.2,"Mont-Tramelan BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
438,76.5,76.5,23.5,"Orvin BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
441,73.7,73.7,26.3,"Renan BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
442,71.4,71.4,28.6,"Romont BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
443,81.5,81.5,18.5,"St. Immer BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
444,79.6,79.6,20.4,"Sonceboz-Sombeval BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
445,74.2,74.2,25.8,"Sonvilier BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
446,78.8,78.8,21.2,"Tramelan BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
448,79,79,21,"Villeret BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
449,72.5,72.5,27.5,"Sauge BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
450,77.9,77.9,22.1,"Péry-La Heutte BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
491,75,75,25,"Brüttelen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
492,76.2,76.2,23.8,"Erlach BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
493,69.9,69.9,30.1,"Finsterhennen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
494,76.8,76.8,23.2,"Gals BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
495,83.8,83.8,16.2,"Gampelen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
496,77.4,77.4,22.6,"Ins BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
497,83.4,83.4,16.6,"Lüscherz BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
498,80.6,80.6,19.4,"Müntschemier BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
499,83.4,83.4,16.6,"Siselen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
500,82.3,82.3,17.7,"Treiten BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
501,84.1,84.1,15.9,"Tschugg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
502,77,77,23,"Vinelz BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
533,76.5,76.5,23.5,"Bätterkinden BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
538,76.7,76.7,23.3,"Fraubrunnen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
540,77.9,77.9,22.1,"Jegenstorf BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
541,79.6,79.6,20.4,"Iffwil BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
543,81.7,81.7,18.3,"Mattstetten BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
544,77,77,23,"Moosseedorf BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
546,76.7,76.7,23.3,"Münchenbuchsee BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
551,75.5,75.5,24.5,"Urtenen-Schönbühl BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
552,77.3,77.3,22.7,"Utzenstorf BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
553,76.6,76.6,23.4,"Wiggiswil BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
554,76.3,76.3,23.7,"Wiler bei Utzenstorf BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
556,64.6,64.6,35.4,"Zielebach BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
557,77.9,77.9,22.1,"Zuzwil BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
561,74.3,74.3,25.7,"Adelboden BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
562,77.5,77.5,22.5,"Aeschi bei Spiez BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
563,73.7,73.7,26.3,"Frutigen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
564,67.9,67.9,32.1,"Kandergrund BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
565,79.2,79.2,20.8,"Kandersteg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
566,75.8,75.8,24.2,"Krattigen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
567,72.8,72.8,27.2,"Reichenbach im Kandertal BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
571,70.6,70.6,29.4,"Beatenberg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
572,73.9,73.9,26.1,"Bönigen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
573,76.4,76.4,23.6,"Brienz BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
574,74.8,74.8,25.2,"Brienzwiler BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
575,82.4,82.4,17.6,"Därligen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
576,78.2,78.2,21.8,"Grindelwald BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
577,61.9,61.9,38.1,"Gsteigwiler BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
578,60.4,60.4,39.6,"Gündlischwand BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
579,69.6,69.6,30.4,"Habkern BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
580,70.4,70.4,29.6,"Hofstetten bei Brienz BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
581,75.7,75.7,24.3,"Interlaken BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
582,78.7,78.7,21.3,"Iseltwald BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
584,73.2,73.2,26.8,"Lauterbrunnen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
585,76.7,76.7,23.3,"Leissigen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
586,64.3,64.3,35.7,"Lütschental BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
587,78.5,78.5,21.5,"Matten bei Interlaken BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
588,70.2,70.2,29.8,"Niederried bei Interlaken BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
589,69.7,69.7,30.3,"Oberried am Brienzersee BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
590,77.4,77.4,22.6,"Ringgenberg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
591,67.9,67.9,32.1,"Saxeten BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
592,77,77,23,"Schwanden bei Brienz BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
593,78.4,78.4,21.6,"Unterseen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
594,73.6,73.6,26.4,"Wilderswil BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
602,69.9,69.9,30.1,"Arni BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
603,79.8,79.8,20.2,"Biglen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
605,76.6,76.6,23.4,"Bowil BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
606,70.2,70.2,29.8,"Brenzikofen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
607,78,78,22,"Freimettigen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
608,79.4,79.4,20.6,"Grosshöchstetten BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
609,82.6,82.6,17.4,"Häutligen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
610,74.9,74.9,25.1,"Herbligen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
611,76.6,76.6,23.4,"Kiesen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
612,76.6,76.6,23.4,"Konolfingen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
613,67,67,33,"Landiswil BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
614,68.4,68.4,31.6,"Linden BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
615,72.4,72.4,27.6,"Mirchel BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
616,77.4,77.4,22.6,"Münsingen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
617,73.8,73.8,26.2,"Niederhünigen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
619,73.6,73.6,26.4,"Oberdiessbach BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
620,71.6,71.6,28.4,"Oberthal BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
622,76.1,76.1,23.9,"Oppligen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
623,78.4,78.4,21.6,"Rubigen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
626,70.8,70.8,29.2,"Walkringen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
627,77.7,77.7,22.3,"Worb BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
628,76.8,76.8,23.2,"Zäziwil BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
629,71.9,71.9,28.1,"Oberhünigen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
630,78.3,78.3,21.7,"Allmendingen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
632,82.4,82.4,17.6,"Wichtrach BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
662,78.5,78.5,21.5,"Ferenbalm BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
663,78.4,78.4,21.6,"Frauenkappelen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
665,82.3,82.3,17.7,"Gurbrü BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
666,74.4,74.4,25.6,"Kriechenwil BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
667,80.5,80.5,19.5,"Laupen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
668,77.8,77.8,22.2,"Mühleberg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
669,71.4,71.4,28.6,"Münchenwiler BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
670,76.9,76.9,23.1,"Neuenegg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
671,78.9,78.9,21.1,"Wileroltigen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
681,82.8,82.8,17.2,"Belprahon BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
683,72.2,72.2,27.8,"Champoz BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
687,72.2,72.2,27.8,"Corcelles BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
690,76.2,76.2,23.8,"Court BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
691,80.8,80.8,19.2,"Crémines BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
692,76.7,76.7,23.3,"Eschert BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
694,71.9,71.9,28.1,"Grandval BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
696,71.4,71.4,28.6,"Loveresse BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
700,76.7,76.7,23.3,"Moutier BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
701,82,82,18,"Perrefitte BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
703,73.9,73.9,26.1,"Reconvilier BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
704,64.2,64.2,35.8,"Roches BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
706,75.4,75.4,24.6,"Saicourt BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
707,53.5,53.5,46.5,"Saules BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
708,57.1,57.1,42.9,"Schelten BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
709,65.2,65.2,34.8,"Seehof BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
711,72,72,28,"Sorvilier BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
713,80.5,80.5,19.5,"Tavannes BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
715,52.9,52.9,47.1,"Rebévelier BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
716,64.1,64.1,35.9,"Petit-Val BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
717,76.7,76.7,23.3,"Valbirse BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
723,73.1,73.1,26.9,"Neuenstadt BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
724,85.4,85.4,14.6,"Nods BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
726,76.9,76.9,23.1,"Plateau de Diesse BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
731,72.3,72.3,27.7,"Aegerten BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
732,84.9,84.9,15.1,"Bellmund BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
733,75.6,75.6,24.4,"Brügg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
734,82,82,18,"Bühl BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
735,74.1,74.1,25.9,"Epsach BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
736,75.2,75.2,24.8,"Hagneck BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
737,70.3,70.3,29.7,"Hermrigen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
738,78.5,78.5,21.5,"Jens BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
739,79.2,79.2,20.8,"Ipsach BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
740,77.3,77.3,22.7,"Ligerz BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
741,77.4,77.4,22.6,"Merzligen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
742,85.2,85.2,14.8,"Mörigen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
743,77.2,77.2,22.8,"Nidau BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
744,76.3,76.3,23.7,"Orpund BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
745,79.6,79.6,20.4,"Port BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
746,73.9,73.9,26.1,"Safnern BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
747,72.8,72.8,27.2,"Scheuren BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
748,68.8,68.8,31.2,"Schwadernau BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
749,75.3,75.3,24.7,"Studen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
750,79.1,79.1,20.9,"Sutz-Lattrigen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
751,77.2,77.2,22.8,"Täuffelen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
754,80.2,80.2,19.8,"Walperswil BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
755,76,76,24,"Worben BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
756,75,75,25,"Twann-Tüscherz BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
761,75.4,75.4,24.6,"Därstetten BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
762,66.1,66.1,33.9,"Diemtigen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
763,70.7,70.7,29.3,"Erlenbach im Simmental BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
766,70.5,70.5,29.5,"Oberwil im Simmental BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
767,73.6,73.6,26.4,"Reutigen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
768,78.7,78.7,21.3,"Spiez BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
769,71.3,71.3,28.7,"Wimmis BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
770,74.6,74.6,25.4,"Stocken-Höfen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
782,71.3,71.3,28.7,"Guttannen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
783,69.3,69.3,30.7,"Hasliberg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
784,79.2,79.2,20.8,"Innertkirchen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
785,80,80,20,"Meiringen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
786,66.9,66.9,33.1,"Schattenhalb BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
791,65,65,35,"Boltigen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
792,81.3,81.3,18.7,"Lenk BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
793,79.1,79.1,20.9,"St. Stephan BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
794,75.4,75.4,24.6,"Zweisimmen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
841,64.7,64.7,35.3,"Gsteig BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
842,67.5,67.5,32.5,"Lauenen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
843,76.8,76.8,23.2,"Saanen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
852,71,71,29,"Guggisberg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
853,69.3,69.3,30.7,"Rüschegg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
855,71.1,71.1,28.9,"Schwarzenburg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
861,76.1,76.1,23.9,"Belp BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
863,72.6,72.6,27.4,"Burgistein BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
866,80.8,80.8,19.2,"Gerzensee BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
867,71.1,71.1,28.9,"Gurzelen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
868,70.7,70.7,29.3,"Jaberg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
869,69.6,69.6,30.4,"Kaufdorf BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
870,76.8,76.8,23.2,"Kehrsatz BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
872,72.7,72.7,27.3,"Kirchdorf BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
879,74.3,74.3,25.7,"Riggisberg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
880,74.3,74.3,25.7,"Rüeggisberg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
883,74.2,74.2,25.8,"Seftigen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
884,78.3,78.3,21.7,"Toffen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
885,73,73,27,"Uttigen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
886,73.4,73.4,26.6,"Wattenwil BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
888,74.8,74.8,25.2,"Wald BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
